x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,class
-0.340971,-0.09258,-0.941631,-0.839485,-0.948307,-1.437127,-1.645889,-1.076134,-1.909111,-1.086204,-0.819941,-0.218597,0.561962,0.622648,1.750124,1.247109,1.817015,1.282039,2.189714,0.931945,-0.322635,1.260608,-0.147882,1.670817,0.351956,-0.181479,0.658398,-0.172145,0.271616,-0.425994,1.158957,0.170936,1.630991,0.405488,1.433555,1.017867,-2.181547,-0.461131,0.252198,-0.025855,2
-0.960119,0.667965,0.653054,-0.002331,0.987515,1.187315,1.325566,1.273824,0.655304,0.625744,-0.783565,-0.055364,-1.384261,-1.599184,-1.564429,-1.432209,-0.75406,0.009249,-0.052752,-1.380452,0.561831,-1.085703,0.825027,-2.497794,0.08214,1.43896,-1.206196,0.155939,-0.01052,-0.040675,-0.922385,-1.411694,-0.161383,1.033446,-0.030816,2.316597,-1.093015,0.342306,-1.588502,1.041134,1
0.13837,1.15895,-0.059465,-0.11489,1.167313,0.38147,0.804086,0.477228,2.458783,0.304344,-0.838128,0.440861,-1.155293,-0.233211,-1.210011,-2.131162,-0.334537,-0.18167,0.255691,-1.897451,0.989157,-1.225483,0.487069,-1.934735,-1.316907,0.317902,-0.83125,2.114502,1.249014,-0.385434,0.278389,0.463269,-1.678007,0.555002,-0.060701,-1.438644,-0.558828,1.286345,-0.301992,-0.674026,1
0.817435,1.544036,1.891479,0.567496,1.760645,1.568458,0.651577,0.744657,2.123252,0.33058,-0.007559,-0.695235,-1.30593,-0.357905,-0.685873,-0.428158,-0.532312,0.002178,-0.352859,-0.280653,-0.014563,2.019415,1.521425,2.056068,-0.037778,0.929388,-1.43927,-2.568153,0.110396,-0.050815,1.709312,2.711209,-0.653793,-0.092892,-0.87756,-1.277561,0.217255,-0.039326,-0.519709,-1.272338,1
-2.128512,-0.111835,-0.992525,-0.663612,-0.780496,-1.317339,-1.257239,-0.990784,-1.807254,-1.853629,0.544133,-0.074952,1.152456,-0.34657,1.585394,1.652058,0.43259,1.098191,2.206387,-0.327653,1.257478,-2.523443,0.353934,-0.146777,-0.397533,0.073307,0.617864,0.255359,-0.60502,-0.030535,1.168964,0.795924,-0.427284,2.070076,0.268036,0.635296,-0.790645,0.492951,-0.292095,-0.145517,0
0.85738,-1.796587,-1.840762,-1.23344,-0.71457,-1.29556,-0.411063,-0.854225,0.253865,0.402732,0.435008,0.369039,1.043998,0.582973,0.177708,-0.145249,-0.184707,-0.627146,0.930932,0.208146,0.06494,-0.626425,1.060573,-0.640688,-2.176322,1.306471,0.354388,-0.520113,0.382455,-0.932991,-0.181907,-1.169763,-0.220472,0.126395,1.005202,0.262792,1.638393,-0.66199,-0.262407,-0.145517,2
-1.189803,-0.53543,-0.551442,-0.930939,-0.247096,0.3488,0.371158,0.630857,-1.214083,-0.181036,-0.886629,-0.989053,0.435427,-0.176531,0.76674,0.004527,0.84612,0.186025,-1.511606,2.539342,-0.670459,-0.716284,0.077423,-0.966669,-1.186996,0.073307,0.516527,1.428508,2.317099,0.081004,1.299047,-0.685902,1.64084,0.375585,1.483364,-0.260726,-1.637281,0.563252,-1.588502,0.432851,0
0.487889,0.138471,-0.86529,-2.098733,0.33425,-0.685731,-1.001418,-0.296608,0.643321,-0.161359,1.62933,0.205807,0.893362,0.390263,-0.051915,0.403928,-0.556285,-0.38673,-0.669639,1.345544,1.207789,-0.486645,1.777454,-0.808618,0.062154,0.277136,0.080779,-0.738836,0.775429,0.091144,-1.30263,-0.111316,0.15376,-0.39192,-2.023156,1.420574,0.156781,0.272006,-1.024417,-0.454645,2
0.517848,-0.333259,-1.44209,-1.022392,-1.325882,-0.201135,-0.784954,-1.389082,-1.513664,-0.699212,-0.15306,0.976263,1.658595,0.67366,1.186051,2.356558,2.494245,2.158849,0.972613,-1.709451,-1.415795,-1.045766,-0.188847,-1.430946,0.541827,1.805852,-0.962988,-0.172145,-0.141511,1.561437,1.459151,0.755602,-0.604552,0.983608,1.46344,1.531318,1.325945,0.282049,-1.717153,-0.504504,2
1.166955,-0.766481,-0.144288,-0.023436,-0.133224,0.778948,0.036624,-0.330748,-0.608929,0.048535,1.150389,0.832619,0.423376,0.06719,-0.720815,-1.138206,-0.664162,-1.008983,0.389072,-0.290053,0.194131,1.140797,-0.188847,-0.532027,-0.197669,-2.545893,-1.21633,0.245417,-0.000443,1.05444,-0.20192,0.049971,-1.668159,0.39552,-1.375646,1.813213,2.999058,0.000846,0.064169,-0.983154,1
2.145608,-0.179225,-0.576889,0.264995,-0.001372,0.223568,-0.71116,-0.529897,-1.148175,-2.207825,-0.759315,-0.303477,1.182584,-0.67531,0.736789,0.764499,1.313588,0.95677,-0.577939,0.292746,1.307167,-0.756221,-1.366579,-0.46288,1.0215,-0.008224,0.739468,1.17996,-1.411121,-0.801172,-1.322643,0.785843,0.843135,1.292604,0.925508,1.269559,0.247492,-2.710755,-1.400474,1.250543,0
0.338095,-0.7376,0.534301,-0.81838,-0.462853,-1.317339,-0.794794,-0.603866,-0.794669,0.560152,0.022754,-0.172892,0.128129,0.923049,0.122798,1.485641,1.235677,1.430531,1.739554,0.067146,-0.312697,0.002586,-1.37682,-0.107264,2.71035,-0.833731,-0.729914,0.444256,1.027336,-0.963411,0.498531,0.594315,0.665867,-0.720851,-1.375646,0.051371,-1.64736,0.15149,-0.015001,0.492682,2
-0.031397,-1.093805,0.296795,0.912206,-0.013359,0.691829,-0.101126,0.243939,1.506115,0.783164,0.150068,-0.884584,-0.155068,0.911713,-0.90052,-0.60567,-0.556285,-0.25238,-0.044416,0.668745,-0.024501,-0.187116,1.152744,0.534821,0.252024,-0.018416,0.070646,0.324952,-0.675553,-0.598373,-0.482101,0.795924,-1.431802,0.983608,-0.120471,1.319897,0.106386,1.165829,1.063689,-0.055771,1
1.216886,-0.198479,-0.517513,2.600583,1.419029,1.366997,1.748654,1.615222,0.78712,0.488001,0.356194,-0.434063,-0.703384,-2.029948,-1.529486,-1.138206,-0.592244,-0.704928,-2.570317,-1.944451,0.591644,1.220671,-0.588252,-0.097385,-0.547431,0.480965,-1.317666,0.05652,-0.826698,0.354783,1.34908,0.725361,-1.737096,-0.940138,0.287959,0.363469,0.035833,-0.099584,1.518916,-0.295095,1
0.867367,0.590947,0.042324,-1.613324,1.287178,0.169119,-0.430741,0.209799,1.715822,0.881552,1.314078,0.721621,1.236813,-0.936035,-0.640947,-1.360095,-0.442414,-0.110959,-0.48624,-1.267652,0.462452,0.142366,0.190076,-1.450702,-0.787268,-0.293585,0.830671,-1.703204,-1.300282,1.01388,-1.042462,0.7052,-0.082597,0.415455,-1.036948,-2.082974,0.36844,1.497247,1.330887,-1.651269,1
-0.960119,-1.334483,0.89056,-1.156056,-0.798476,-0.157575,-0.514375,-1.053374,0.128041,-0.226951,0.301631,1.354962,0.700547,0.526293,-0.461242,-0.02321,0.624372,0.122386,0.480771,0.320946,0.263696,-0.476661,0.722615,-0.512271,2.090772,0.45039,-1.033924,-0.261622,-0.867003,1.155839,0.428486,-2.560865,0.163608,-0.68098,0.546963,2.356867,-1.415543,-0.541474,0.004792,0.871613,2
0.21826,0.196234,1.832103,1.770464,0.196405,1.48134,1.300968,1.336414,-0.333314,-0.535232,0.016691,-1.452632,-1.848221,-1.128745,-0.45625,-1.160395,-0.760053,-0.075604,-0.32785,-0.637853,-0.511454,0.441895,-0.383429,0.386648,-2.256268,-1.475792,-1.348067,1.060656,-0.201969,0.831361,0.468512,0.060051,-1.028025,0.774289,0.248112,-1.317832,-1.093015,2.391071,-0.074378,0.931444,0
-0.181191,0.436913,-0.178218,0.912206,0.561994,1.176425,0.759809,-0.222638,-0.057699,-0.174477,-0.601689,-0.949877,-0.570824,-0.295558,0.042929,-0.367139,0.822147,0.178954,0.189001,-0.017454,-0.223257,1.59009,0.067182,0.14957,-0.677343,0.154839,1.844037,-1.206107,0.049938,-0.324594,3.780647,0.866487,-0.811364,-0.441758,0.507117,-0.80438,-0.609223,1.597677,-0.054586,2.187898,0
-0.470792,0.465794,-2.078268,0.166506,-1.565613,-0.560498,-0.607848,-0.381957,-0.507071,0.376495,-0.328874,-1.10005,2.237038,0.770015,0.307495,-0.167438,0.180877,0.164812,0.705852,0.508945,-1.753681,-0.1971,0.159352,-0.077629,-0.66735,-0.599328,2.827003,0.136056,0.160777,0.162124,-0.301985,-1.129441,1.246911,-0.381952,0.656542,-0.884922,0.045912,-0.360701,-0.371265,0.582429,2
1.516474,0.10959,0.161077,0.665984,-0.996253,-0.576833,-1.872192,-1.235453,-0.692812,0.317462,-1.9112,-1.243695,0.742725,0.169213,1.430649,1.535566,2.530204,1.465886,2.223059,0.349146,0.909654,-0.626425,0.691892,0.771898,0.401922,-0.691051,-1.358201,-0.211913,1.138175,1.05444,-0.552146,2.096302,1.138581,0.614807,-1.425454,-0.371471,-0.710013,-0.059412,0.479811,0.732007,0
-0.6106,-0.044445,0.033841,-0.839485,0.118493,0.267127,-0.135563,-0.859915,-0.578971,-0.600824,-0.425875,-1.530983,-0.004431,0.64532,0.996362,-0.389328,0.624372,-0.938272,0.839233,-1.154852,-0.551205,-0.147179,0.343693,0.495308,-2.156336,1.337046,-2.290498,0.682862,-0.60502,-0.000116,-2.453371,-0.887511,-2.367381,0.495196,0.327806,1.410506,-0.427801,-0.913064,0.994415,0.422879,0
-0.950133,0.186607,0.670019,-1.127916,-1.823323,-0.952531,-1.724603,-1.673581,-1.291974,-2.00449,-0.092435,-0.440592,1.7309,1.285797,1.220993,0.636912,1.601261,1.501241,1.406101,-0.684853,0.452515,-0.237037,0.282246,1.088002,-2.07639,0.052924,1.651497,-0.331216,0.785506,0.344643,-1.13252,-1.462096,-0.131838,0.226071,-0.220088,-0.844651,0.499467,-0.039326,-0.430643,-0.644111,2
-0.400888,-0.419904,-0.36483,-0.867625,-0.726557,-0.446155,0.35148,0.573958,0.038167,0.960262,1.417141,1.054614,0.567987,-1.2251,0.197675,-0.111966,-0.238646,-1.157475,0.372399,-0.073854,-1.654303,0.59166,1.82866,-1.885344,-1.426832,-0.089756,-0.152295,0.136056,0.241387,-0.699772,-0.131875,-0.514534,-1.047721,0.265941,-0.538862,0.917191,-1.093015,1.085486,0.123547,-3.545923,1
0.437957,-0.333259,-1.094313,0.24389,-1.074165,-0.506049,-0.868588,-0.734736,0.044158,-0.71233,0.374382,0.395156,0.875285,0.565969,1.380731,-0.228458,-0.070837,-0.570578,0.222346,-0.036254,1.048784,0.142366,-0.915968,-0.215924,-0.557424,-0.201862,0.526661,0.583443,0.039862,-1.936847,-0.902372,0.896728,0.301483,-0.671013,-0.857637,0.383604,0.610336,-0.009197,1.27151,-1.12276,2
1.44657,0.253997,-0.890737,-0.776171,-0.325008,-0.925306,-0.091287,-0.148669,0.811086,1.183275,2.023396,1.36802,0.929515,-0.074508,-0.925479,-0.450347,-0.352517,0.242594,0.522453,0.085946,0.84009,2.51863,0.784062,-1.371677,0.761677,-0.273202,-0.618443,1.527928,0.604133,-1.18649,0.308409,-0.222201,-0.703034,0.883932,0.367653,0.685634,-0.417722,-0.2904,-0.519709,0.881584,1
1.28679,0.0422,-0.678678,0.813717,-0.978273,-0.032343,-0.489777,-0.444547,-1.567589,-2.562021,-0.601689,0.852206,0.501707,0.503621,1.141125,1.757455,1.09184,0.01632,0.605816,-0.891652,-1.038158,-0.436723,-0.465358,-1.134599,-0.207663,0.368859,-1.206196,-0.589706,1.490845,0.547442,-1.362668,-0.141558,0.715108,0.315779,0.556925,-1.23729,0.680889,-0.461131,-1.954663,-1.960396,0
0.887339,-0.054072,2.095056,0.504182,1.185292,1.47045,0.843443,0.05617,0.427622,-0.791041,0.150068,-0.133716,-0.052635,-1.25344,-0.016972,-0.655595,0.97797,-0.683714,1.847926,0.095346,-0.342511,-1.285389,-1.981048,0.633603,1.311303,-0.079565,-1.824349,-1.136513,1.299396,-0.030535,-0.422062,-0.927833,-0.378043,-0.601239,-0.459169,-0.63323,-1.879177,0.653638,2.360096,-0.285123,0
-0.920174,0.889389,0.678501,1.031799,1.874517,1.274433,0.686015,0.676377,1.110667,-1.191151,-0.195498,-1.00864,-1.058886,-0.590291,0.277544,-0.993977,-0.034878,-0.146314,-0.086097,-0.167854,-1.087847,-1.135625,0.067182,-0.937035,-0.697329,1.204557,-0.071225,-0.589706,-0.353113,-1.622508,-0.522127,-1.08912,1.000706,0.216103,1.493325,1.04807,-0.447959,-0.099584,-0.371265,1.390149,0
-1.938773,0.918271,0.084735,0.089122,-0.49282,0.65916,0.267846,0.14152,-0.776694,0.297785,1.805144,-0.107599,-0.613002,-0.527944,-0.690865,-0.117513,-0.873923,0.313304,-0.527922,0.038946,0.810276,-0.396786,-0.782833,0.110057,0.152092,-1.027369,0.526661,1.995199,-0.594943,-1.20677,-0.882359,-0.443971,0.094671,0.255974,0.218227,1.742739,1.749262,-0.631861,-0.005104,0.043948,1
-0.021411,-1.20933,-1.908621,-0.797275,-0.906354,-1.164882,-0.652124,-1.559781,-0.003775,1.294781,1.465641,-0.447122,0.712598,0.282572,0.042929,0.326267,0.336699,-0.620075,-0.111106,0.236346,-1.554925,0.072476,0.917197,0.139692,-0.377547,-0.742008,-0.284032,0.752456,-0.01052,0.233103,-2.833617,-0.514534,-0.673489,-0.451725,-0.319705,-0.260726,-1.758229,-0.179928,-0.163444,0.033976,2
0.667641,-1.324856,-0.50903,-0.290762,-0.468847,0.223568,0.0809,-0.740426,-0.009766,0.41585,0.404695,1.472489,-0.739537,0.339251,-1.030307,-0.844202,0.007074,-1.093836,1.072649,-2.987849,-0.720148,1.270592,-0.39367,-1.549485,-1.716635,-2.219767,0.080779,-0.440577,0.805658,0.233103,-0.251952,-1.290729,0.685563,-0.192568,-0.857637,1.108476,-0.498354,-1.997704,0.044377,1.370206,1
-0.261081,-0.631701,-1.959515,-1.134951,-0.47484,-1.524246,-0.602928,-1.400462,-1.789279,-2.08976,-0.559251,1.139495,0.688496,1.036408,1.660271,0.864349,0.936018,0.942628,1.097658,-0.788253,0.502204,0.352037,0.23104,0.011275,1.900902,0.134456,0.668532,-2.220185,-0.705782,-0.547673,1.609247,-1.623383,0.478751,0.654678,2.34007,1.329965,-0.195984,-0.892978,0.212613,0.303216,0
-1.079954,0.542812,-0.967078,0.215751,0.753778,0.604711,0.868041,1.279514,1.00881,-0.285983,0.968512,1.087261,0.351071,-0.295558,-1.794051,-0.899674,-1.071698,-0.011964,0.397408,-0.205454,0.879841,-0.925954,0.640686,-0.620931,0.5818,-1.730578,1.925106,-0.211913,-1.804096,0.395343,0.598596,0.049971,0.508296,0.664645,-0.648441,0.997732,0.318045,-0.842763,-0.123859,0.093807,1
1.256831,1.370747,2.069609,1.460929,1.221252,0.65916,1.335406,1.063295,0.337748,-0.31222,-0.401625,-1.204519,-1.179395,-1.270444,-0.90052,-1.038355,-0.052857,-0.245309,-0.661302,0.424345,-0.740024,0.002586,0.128629,0.959585,0.951548,0.93958,0.060512,0.762398,0.271616,-2.403285,-0.382036,-0.070995,-1.431802,0.85403,-1.913578,0.021168,0.690968,-0.039326,0.737113,-0.045799,0
-0.640559,-1.806214,0.440995,-1.113846,-1.146085,-1.360899,0.189132,-1.76462,0.415639,0.49456,1.386828,0.591035,1.357322,1.348145,0.002995,-0.245099,1.133793,-1.206972,0.222346,0.095346,0.005313,-0.886017,1.275637,1.315201,1.251344,-1.496175,0.050378,-0.838255,-1.018147,0.233103,-0.472094,1.239464,0.498447,-0.39192,-1.126603,1.420574,0.428914,-0.129713,-0.529605,-1.731044,2
-0.45082,0.773863,-0.356348,-1.21937,-0.444873,-1.29556,-0.996498,-1.84428,-1.759321,-1.027171,-0.377374,0.72815,0.110053,0.106866,1.021321,0.109924,1.247663,0.475939,-0.252823,1.618143,-1.077909,-0.12721,0.067182,-0.433245,-1.876526,0.144647,0.536794,0.891643,0.18093,0.9429,0.718673,-1.220166,-0.318954,1.561729,1.363823,0.635296,2.233054,-0.742334,-0.044689,-0.793688,2
1.376666,-1.055296,-0.780466,-0.551054,-0.984267,-1.094098,0.336721,-0.842845,0.373698,1.970377,2.453837,0.865265,0.423376,-0.148192,-0.131783,-0.755446,-1.341392,-0.471583,-1.461588,0.678145,2.976721,1.440326,-0.178606,1.285566,0.531834,-1.190432,0.263185,0.752456,0.513446,0.293943,0.228357,-1.613303,0.203001,-1.049781,-0.578709,0.514484,-0.498354,-0.56156,0.004792,-1.471775,2
-0.890215,1.149322,-0.916184,-0.923904,-1.379822,-0.979755,-0.937463,-1.383392,-1.064292,-1.420723,-0.783565,-0.022718,2.315369,1.353812,1.001354,0.35955,1.379513,0.95677,1.472792,0.988344,-1.495298,-0.037351,-0.332223,-1.193868,1.581119,-1.078326,-1.175795,-0.9675,1.964429,-0.223195,1.649273,-0.675821,0.04543,-0.302212,-1.086756,1.038003,0.378519,1.226087,0.252198,-1.152676,2
0.148356,0.677592,-0.619301,-1.212335,-0.480833,-2.036066,-0.819392,-2.140158,-0.824627,-1.191151,-0.165185,-0.257772,0.652344,0.543297,1.086215,2.15131,1.301602,2.576042,0.622489,0.687545,0.263696,0.671534,1.490702,0.475552,1.711031,0.86824,-0.132027,0.613269,-0.020596,-0.760612,-1.182552,1.017694,0.212849,0.136363,-0.917407,0.534619,-0.266537,-0.079498,1.043897,0.512626,2
-1.489391,0.667965,-0.458136,0.215751,-1.661505,0.305241,-1.532738,-0.592486,0.038167,-1.217388,0.18038,1.178671,0.784904,1.240454,1.785066,0.764499,1.175745,0.596146,1.022631,0.414945,0.482328,0.391974,1.009368,-1.835953,-1.536758,-0.68086,-0.344834,0.136056,-0.33296,-0.131935,0.668641,-0.383488,-0.712882,0.246006,-1.266067,-0.723839,0.277729,1.015185,-0.56919,-1.152676,2
-1.189803,0.966406,-0.941631,0.694124,1.910477,1.356107,0.149775,-0.029179,0.199941,-0.804159,-0.395562,-1.113109,-0.944402,-0.28989,-0.411324,-0.716615,0.894065,0.171883,-0.269496,-1.690651,-1.336293,0.641581,0.76358,0.228596,-1.63669,0.45039,1.732567,0.086346,0.110396,0.273663,-0.041817,-0.171799,-0.919695,1.352409,-1.056871,0.776243,0.307966,-0.400873,-0.391058,0.771894,0
0.018535,-0.901261,-0.135806,-0.916869,-1.122112,-1.426237,-1.311355,-1.78169,-1.639488,-1.276421,-0.686565,0.591035,-0.082762,1.008068,0.8516,2.256707,1.972838,1.571952,2.264741,0.612345,0.214007,-0.177132,-0.158123,-2.142178,1.221364,-0.976411,0.344255,0.792224,1.390082,1.693257,1.779357,-0.252443,1.74917,0.285877,-1.973348,0.796379,-1.405464,0.744025,0.925142,-1.312225,2
1.486515,-0.227361,-0.86529,-0.790241,1.131353,-0.119461,0.046463,-0.069009,-1.052309,-0.331898,-1.426196,-0.969465,-0.269551,0.310911,0.631961,-0.106418,0.71427,1.366891,0.689179,0.302146,0.194131,-1.355279,-1.387061,-0.680201,0.901582,0.266944,0.232784,1.269437,1.208709,1.855496,-0.932391,0.584234,1.699929,0.754354,-0.69825,-0.119779,-0.266537,-0.641904,-1.578606,-0.494533,0
0.977216,-1.613671,-1.33182,-0.635473,-1.439754,-0.201135,-0.981739,-1.997909,-1.777296,-1.853629,-0.589564,-0.205538,0.477605,0.843698,1.500534,1.069597,1.187731,0.355731,1.189357,0.772145,-1.087847,-1.554965,-0.383429,-0.087507,0.861609,-0.82354,0.283453,-1.414888,-0.695706,0.496742,-0.742268,-0.564936,0.468903,-0.262341,0.796006,-0.653365,-0.165747,-2.218649,0.143339,-0.683998,0
0.228246,0.639083,-0.712607,-1.226405,-1.649518,-1.00698,-0.219197,-0.626626,0.277832,1.498116,1.453516,0.564918,0.549911,0.186217,-1.140126,-0.372686,-0.957828,-0.019035,-1.236508,-0.261853,-0.223257,-0.047336,0.149111,1.404105,-0.237642,-0.915263,-0.729914,-1.027152,-0.09113,1.713537,-0.131875,0.453189,0.084823,-0.312179,-0.987139,-0.482215,0.650652,1.346603,-2.053625,0.931444,2
-1.269693,0.282879,-1.416643,-0.839485,-1.715444,-0.179355,-0.273313,-0.677836,1.446198,0.671658,0.77451,1.544311,1.489882,0.67366,-0.056906,-0.078682,-0.831971,-0.132172,-1.72835,-0.929252,-0.30276,2.418787,-0.618975,0.3175,1.631085,-1.496175,-0.395503,-0.092609,-0.423647,0.040444,1.249015,-0.947993,1.059795,-0.631142,0.985278,0.423875,-1.838861,1.848751,0.499604,0.063892,2
0.817435,0.677592,0.398583,0.145402,0.681859,0.337911,0.730291,-0.342128,0.295807,-0.653298,-1.729324,0.205807,-0.480442,0.101198,0.666904,-0.039851,-0.172721,1.126476,1.080985,1.420744,-1.783495,-0.167147,-0.403911,1.423861,-0.997125,-1.465601,-1.419003,0.324952,-2.207147,2.991171,-0.812314,0.674958,-0.220472,1.701275,-1.475263,-0.290929,-1.082936,0.59338,-1.212445,0.672175,0
1.336721,0.889389,1.161996,0.785578,2.162193,1.416001,1.660101,1.410383,-0.177532,-0.240069,-0.377374,-1.478749,-2.438715,-1.740883,-1.379732,-0.478084,-1.197555,-0.38673,0.138983,-0.233654,1.217727,-0.816127,-0.608734,1.680695,-1.336894,-0.782774,-1.084592,-0.947616,-0.25235,0.800941,1.198983,1.189061,-0.712882,-0.810559,-1.624688,0.343334,-0.780566,-0.139756,-0.747322,1.848855,0
-0.6106,-1.113059,0.542783,-1.606289,0.466102,0.849731,0.622059,0.687757,1.260458,-0.017057,0.004566,1.929539,0.0739,-1.25344,-0.321472,-1.21032,-0.598237,-1.199901,-0.586276,0.104746,1.168038,0.59166,1.593113,1.759721,-0.017792,-0.283393,-0.020557,-1.742972,1.510997,0.557582,1.158957,-0.736304,0.941617,-1.209263,-0.00093,0.001033,-0.115352,-0.722248,1.291302,0.871613,1
-0.470792,0.44654,1.577632,0.63081,1.005495,1.165535,1.232093,1.108815,0.487539,-0.135122,-1.498947,-1.557101,-2.402563,-0.930367,-0.506168,-1.37119,0.096972,0.447654,-1.361552,0.612345,0.392888,0.222241,0.609963,0.011275,0.012188,-0.670668,-0.253631,2.164212,0.644438,0.527162,0.228357,-0.65566,0.734804,-0.481628,0.228189,0.846717,-1.596965,-1.766716,0.816283,-1.671212,0
0.308136,-1.113059,-0.619301,-0.023436,-0.912348,-1.638588,0.016945,-0.609556,-1.172142,-0.502436,0.368319,1.152554,-0.064686,0.97406,1.106182,1.036314,0.606393,-0.65543,1.639518,-1.587251,-0.799651,0.581676,-1.919601,0.060666,0.701718,-1.608281,1.21575,0.951295,-1.038299,-0.760612,-0.602178,0.332223,0.419662,-0.690948,-0.708211,0.464146,0.600257,-0.079498,0.173028,-0.354927,2
0.487889,0.17698,-0.1867,-1.036462,0.795731,-0.789184,-0.593089,0.18704,0.295807,0.035417,-1.286757,0.715091,0.893362,3.042859,0.971403,0.514873,0.82814,1.260826,0.105638,1.383144,1.535737,-0.436723,-1.192479,-0.541906,1.011507,-0.558562,0.050378,0.285185,0.332074,0.506882,0.628615,0.160856,-0.033356,-1.169392,0.885661,-0.995666,-0.458038,0.111318,0.133443,-1.242422,2
-0.85027,0.639083,2.14595,1.278021,1.484955,1.383332,1.615824,1.490043,0.739187,-0.791041,-0.553188,-0.342653,-0.775689,-0.380577,-1.155102,-0.056493,0.264781,-0.245309,0.072292,0.969545,-2.101505,0.771377,-0.270776,-0.680201,-1.097057,-0.772583,0.283453,0.215591,-2.086231,0.324363,-0.011798,-1.693947,-0.50607,1.172993,-0.927369,-0.009035,-1.153489,-0.531431,0.58867,0.891556,0
0.208273,1.149322,0.262865,0.497147,0.532027,1.285323,-0.012573,0.12445,-0.441163,-0.640179,-0.644127,-1.211048,-0.12494,0.684996,-0.351422,-0.167438,0.58242,-0.146314,-1.536615,-0.384053,-0.879153,-0.526582,3.160009,0.455795,-2.006438,-0.436265,0.739468,-1.265759,-0.816621,0.8922,-0.672223,1.007613,-0.368195,2.099979,-1.156488,-0.089576,-0.528591,-0.631861,-1.509332,0.522597,0
2.215512,-0.111835,-0.22063,1.214707,-0.792482,0.62649,-0.356947,1.034845,-1.046317,-0.502436,-1.001817,-0.564649,1.056049,-0.53928,-0.101833,0.858802,0.58242,-1.503957,1.706208,-0.440453,1.287291,0.292131,0.825027,-0.502393,-0.027785,0.246562,0.932007,-0.311332,-0.977842,-0.628793,0.758699,0.060051,0.035582,-1.637869,-0.867599,-0.069441,0.862311,0.954927,-0.440539,1.848855,0
0.348081,0.976034,-0.067947,1.446859,0.783744,0.201788,0.538426,0.562578,1.739788,1.117683,0.113692,-0.290419,-0.679282,-0.743325,-0.546102,-0.672237,-1.515194,-1.037267,0.21401,-1.596651,1.108411,-0.247022,0.743098,0.623725,-1.376866,0.389242,-1.074458,-1.01721,-0.443799,-1.389289,-1.032456,-0.6355,-1.018177,-0.152698,1.015163,0.242657,0.509546,-0.11967,-1.024417,2.167955,1
-0.001438,-1.00716,0.856631,-1.029427,-0.175177,-0.876302,-1.094891,-1.167173,0.829061,0.061654,0.907887,1.674897,0.501707,0.537629,0.502175,-0.256194,0.324713,-0.506938,-0.219478,0.217546,1.47611,0.431911,0.773821,0.742264,-0.657356,1.01092,-0.425904,-0.997326,-0.292655,-0.902572,-0.301985,-0.010512,-0.476525,0.435391,-1.774114,-0.170117,0.650652,0.79424,0.11365,-0.285123,2
-0.191177,0.321387,1.71335,1.854883,1.431016,0.610156,1.743735,0.835696,1.727805,-0.882869,-1.83845,-0.962935,-3.005108,-0.652638,-1.589388,-1.21032,-1.563139,0.355731,-0.536258,0.170546,-0.332573,1.679949,0.343693,0.347135,-1.436826,-1.088517,-0.618443,0.10623,-0.151587,1.287659,-0.23194,0.140695,-0.378043,0.415455,-1.156488,1.410506,-0.014562,0.362392,0.776698,-1.611381,0
0.228246,-1.584789,0.13563,-0.135995,-0.21713,0.539372,0.341641,0.761727,-0.279389,-0.672975,-1.177631,-0.545061,-1.179395,-0.567619,-0.541111,-1.066091,-1.371357,-0.259451,0.330718,1.298544,0.06494,-0.027367,0.353934,-2.319986,-0.477479,1.663172,0.11118,-1.176281,0.039862,-0.091375,-0.081843,-1.391533,1.040099,1.711243,-0.857637,1.259491,0.398677,1.075443,0.321471,0.971331,0
-0.420861,0.562066,-0.36483,0.145402,1.36509,1.399666,1.330486,0.852766,1.93152,0.920907,-0.013621,-0.83235,-0.65518,-1.072066,-0.506168,0.792235,-0.933855,-0.740283,-1.695004,-0.017454,1.058722,-1.315342,-0.188847,-2.171813,1.431221,0.654219,-0.648844,-0.032958,-0.060901,-0.344874,0.968835,-0.403649,-2.327989,0.564969,0.696389,0.454078,1.07397,-1.897275,1.746529,-0.354927,1
-0.261081,-0.063699,-0.449654,0.201681,-0.888375,-0.20658,-0.83907,-0.182808,-0.549013,-0.371253,-0.159123,-0.029247,1.53206,0.463946,0.227626,0.42057,0.348686,1.168902,-0.111106,1.091744,-0.451827,-1.185546,-0.711145,-2.033518,1.091453,0.30771,-0.699513,-1.404946,-0.544562,0.233103,1.729325,-0.050834,-0.535615,0.535067,0.756159,-0.220456,1.033654,-1.244482,0.776698,0.133695,2
-0.091314,2.208309,0.916007,1.897093,0.460108,0.92596,1.025469,2.189909,1.829662,0.435527,-0.377374,-1.256753,-2.336283,-1.293116,-1.938813,-0.999524,0.672318,-0.061462,1.239375,0.508945,-0.93878,-1.245452,0.056941,-0.383854,-0.467486,0.664411,0.212517,-2.369314,0.563828,0.567722,1.589234,0.060051,0.252242,-1.897027,-1.156488,-0.351335,1.930684,1.175872,0.19282,-1.292282,1
