attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,class
-0.87269,-0.51992,-0.604563,-0.072909,-0.171054,-0.424161,-0.400509,-0.558988,-0.875964,-0.926671,-0.588623,-1.145276,-1.719649,-0.674684,-0.113429,-0.753435,-1.098249,-1.096696,-1.312895,-1.347584,-1.466383,-0.696705,0.065654,0.086342,0.371036,0.508936,0.011175,0.261294,0.435072,0.261709,-0.092879,-0.498227,0.573234,2.036255,1.793404,1.086443,-0.080057,-0.115776,-0.27929,-0.287733,-0.087966,0.480694,1.378901,0.239514,-0.800854,-1.059679,-0.49168,-0.26634,-0.423565,-0.360339,1.160116,-0.230454,0.069524,-0.101477,-0.943952,0.25773,0.342202,-0.564007,-0.13611,0.85326,0
-0.97273,-0.462275,0.194331,-0.204013,-0.905498,-0.691479,-1.287415,-0.256001,0.110629,0.291937,-0.568277,-1.128142,-0.23769,0.154624,0.532056,-0.48694,-1.325042,-1.17814,-1.036913,-1.155695,-1.395403,-0.914382,-0.034276,0.548042,0.110958,-0.05255,-0.009993,0.682055,1.489808,1.726719,1.846442,1.493454,1.321856,0.715126,0.181486,0.264093,-0.283048,-0.849671,-0.792163,-1.270597,-1.004914,-0.609816,0.188917,-0.326916,-1.172815,-1.040267,-1.001152,-0.79184,-1.185651,-0.001759,0.319045,0.402721,0.791869,-0.745242,-0.67588,-0.247839,-0.643021,-0.4249,1.853736,0.79363,0
-0.863991,-0.604872,-0.994902,-1.020726,-0.885697,-0.994328,-1.20973,-1.516098,-1.144574,-1.073231,-1.109328,-0.64482,-0.845655,-0.120191,-0.499455,-0.423755,-0.253656,-0.64971,-0.995826,-0.999596,-0.694521,-0.609165,-0.779353,-0.711179,-0.219346,-0.180275,-0.158574,0.16053,0.879609,1.898407,1.590358,0.920852,1.034222,0.942161,1.177117,0.764621,0.521412,0.13449,-0.610322,-0.919654,-0.393031,-0.79058,-0.701773,-0.697534,-0.546284,-0.608724,-0.988501,-1.221212,-1.207901,-0.616468,-1.154911,-0.676791,-0.61033,0.268345,0.297648,-0.491907,0.18664,-0.455813,-0.346419,-0.796497,0
-0.350745,-0.198318,-0.06069,-0.543594,-1.135913,-1.028166,0.131957,0.049335,-0.916509,-1.126796,-1.123646,-0.404943,-0.890348,-0.665564,-0.588051,-0.215717,1.024423,0.493565,-0.987686,-1.483505,-1.057955,-0.255879,0.048866,0.11938,0.549048,0.801903,0.701569,0.399158,0.95911,1.615733,1.810926,1.462034,1.28796,1.547156,1.964745,2.329056,2.286223,1.874145,1.334678,0.528895,0.073917,-0.267846,0.334967,0.117975,0.276121,0.226738,-0.147815,-0.984096,-0.968707,1.308156,-0.896761,-0.458812,-0.92193,0.597076,0.184775,-1.084644,0.463194,-0.471269,-0.152287,0.296715,0
-0.863991,-0.350017,-0.575938,-0.429684,-0.804692,0.213683,0.376342,-0.83379,-0.878498,-0.537579,-0.171908,0.882252,0.71292,-0.17795,-0.423029,0.680049,1.195465,1.199031,0.474008,-0.47038,-0.682885,-0.749072,-0.37004,0.264916,0.749108,0.838998,0.976342,1.037468,1.231327,1.252878,1.046413,1.083113,1.634185,2.050094,2.31283,2.299524,2.409601,2.343687,1.681282,0.953721,0.014307,-0.600926,-0.956462,-1.080156,-0.260058,0.247643,-0.136314,-0.354457,-0.9548,0.005559,1.235063,0.807538,-0.227912,-0.731545,-0.097407,0.170563,-0.141767,0.564305,-0.314063,0.893013,0
-0.150666,0.190033,-0.130951,-0.644608,1.013419,0.469158,0.632055,0.935983,-0.788116,-1.132004,-1.107068,-1.171691,-0.852749,-0.876539,-0.658636,-0.392807,-0.815707,-0.67877,-0.012061,-1.316745,-0.431545,-0.382108,-1.128308,-0.400869,-0.650496,-0.54111,-1.227544,-1.387181,0.109994,1.29093,1.405304,-0.14463,-0.384091,0.458252,1.099936,1.311719,1.010341,1.710744,2.808498,3.283825,2.839372,2.645714,3.789808,4.217278,2.662216,2.170922,2.152286,1.513632,1.214641,0.012877,0.377337,-0.396533,0.650233,-0.18366,0.537502,2.018505,-0.919574,1.84718,2.840571,2.284375,0
0.506115,0.815034,-0.107531,0.139866,-0.460871,1.304953,-0.063874,-0.380484,-1.011113,0.069492,0.074504,0.592401,0.251094,-0.21443,0.014597,-0.023153,0.016372,0.3215,0.780611,0.976778,1.064471,0.80359,0.45538,0.367376,0.658469,0.803589,0.256639,-0.439835,-1.408426,-2.258796,-1.055063,1.336821,1.869037,1.737433,1.447249,1.370404,1.089953,-0.782526,-0.171792,1.058388,1.360216,1.209677,1.106946,1.302602,-0.211914,-0.869293,-0.645786,-0.795044,-0.123181,0.225098,-0.788504,-0.74945,0.310306,1.021687,-0.337261,2.018505,2.087947,0.347916,-0.152287,-0.200199,0
0.071161,-0.137638,-0.614972,0.752401,1.472447,1.191596,-0.481431,0.005883,-0.157981,0.530004,0.73537,0.312545,-0.798124,0.224544,0.867942,1.508762,1.209877,1.426156,1.451571,1.533025,1.51634,0.963037,0.0005,-0.315137,0.597634,0.318823,-0.370658,-1.157406,-1.427989,-2.018252,-1.218153,0.57851,0.669596,1.267362,1.301378,1.201542,0.76275,-0.927615,0.743442,1.845911,0.866385,0.234144,-0.063613,0.500597,-0.394597,-0.351142,-0.219118,-0.362468,-0.270592,-0.638422,-0.755194,0.340441,0.281979,0.391619,-0.040971,-0.544208,-0.850436,0.657043,-0.378774,-0.89588,0
0.353881,-0.313609,-0.536904,-0.674698,-1.031506,-0.529058,-0.609288,-0.372263,-0.664792,-0.952709,-0.599926,0.044826,-0.077363,-1.086298,-1.268099,-0.955025,-0.72772,-0.358347,-1.262117,-0.904032,-0.0045,0.291246,0.767961,0.763836,0.390225,-0.330342,-0.52331,-1.070134,-0.984284,-0.633424,0.039836,0.738426,1.501021,1.084004,0.762656,0.584779,0.524747,0.321368,0.445564,1.618106,2.515021,2.281815,2.74947,1.460152,0.817576,0.680679,0.296105,0.118173,-0.562632,0.473908,-0.788504,-1.309966,-0.879439,-1.169853,-1.226134,-0.160672,0.307633,-0.393988,0.090377,-0.100816,0
-0.442085,-1.050868,0.530023,-0.186819,-0.754289,-0.601809,-0.512182,0.124494,-0.878498,-1.289724,-0.679049,0.693064,0.329129,-0.086751,-1.477906,-1.380987,-0.756923,0.015225,-0.476423,-0.00132,0.152588,0.387775,0.708403,0.852914,1.3252,0.667433,-0.186662,-0.781335,-0.66753,-0.579516,-0.244754,0.066403,0.587277,0.55166,0.551953,0.538588,0.259233,-0.451029,-1.031269,0.410235,0.709762,1.353696,1.259471,0.253768,-0.254782,-0.360102,-0.659587,-0.200652,-0.540381,-0.982366,-1.121602,-0.427673,0.154506,0.035494,0.015466,1.007367,-0.107198,-0.88859,-0.394951,1.131532,0
-0.750903,0.599621,0.48058,0.131269,1.161028,1.416618,0.331025,0.116274,-1.092203,-0.906584,-0.163619,0.869402,-0.048277,-0.518429,-1.021782,-1.138562,-0.844151,-0.145751,-0.685735,0.225215,0.534252,0.560119,0.558508,0.638374,1.3252,1.046394,0.21064,-0.393037,-0.409466,-0.191293,0.268348,0.352001,0.925755,0.687017,0.783495,0.84413,0.5781,-0.266499,-1.396961,-0.168513,0.309437,1.401109,1.371707,0.247016,-0.174322,-0.196593,-0.444528,-0.255125,-0.598789,-0.953094,-0.763522,-1.133507,-0.057948,-0.484997,0.424629,-0.230406,-0.038059,-0.100318,-0.799392,1.449558,0
0.266891,0.997073,-0.292292,-0.573683,-0.687685,-0.429236,-0.217626,-0.776246,-1.251849,-0.894681,-0.966153,-1.087449,-0.342683,-0.089183,-0.536938,-1.09386,-0.933275,-1.370471,-1.533835,-1.606861,-1.870544,-1.208267,-2.014487,-1.866265,-0.407565,0.369829,0.055546,-0.397253,-0.348696,0.220033,1.221653,2.133588,2.064667,1.1999,1.718925,2.329056,2.442113,2.098586,1.200055,0.205938,-0.179719,-0.283848,0.347198,0.916979,0.688972,0.438029,0.105196,0.262365,0.110451,-1.238494,-0.522026,0.298922,1.910796,-0.909607,1.539247,0.449497,-0.712159,0.255178,0.219798,-0.239953,0
-0.698708,-0.959849,-0.339132,-0.489863,-1.200716,-0.471533,-0.722579,-0.831441,-0.890323,-0.879057,-1.213319,-1.183828,-1.069119,-0.818779,-0.430817,-0.365728,-0.240382,-0.331199,-0.708216,-0.966091,-0.778301,-0.765095,-0.722193,-0.322246,0.079111,0.584812,0.754488,-0.226081,-1.295627,-1.080084,-0.058299,0.094541,-0.551151,0.144294,0.482105,0.482175,0.461807,0.706862,0.675629,0.754462,0.761775,0.05338,-0.121889,-0.894097,-1.238107,-0.80583,-0.9678,-1.293308,-1.143931,-0.93114,-0.430424,-0.74945,-1.12022,-0.950699,-0.252607,-0.753409,-0.435605,-1.027697,-0.443484,-0.83625,0
-0.890088,-1.026596,-0.929846,-0.663951,-0.298861,-0.615344,-0.363285,-0.741015,-1.017026,-0.940806,-0.787561,-0.457059,0.039689,-0.235102,-0.4683,-0.523046,-0.465278,-0.585855,-0.435723,-0.357684,-0.165078,0.086465,0.121615,0.355667,0.858121,1.020259,1.212444,0.684585,0.153698,-0.100693,-0.419526,-0.67737,-1.03974,-1.44625,-1.063053,-0.640417,-0.592744,-0.291385,-0.476703,-0.933647,-0.806213,-0.61515,-0.510397,-0.537733,-0.701928,-1.096263,-0.868896,-0.695712,-1.002083,-1.165315,-1.213203,-0.853249,-0.978584,-0.416511,0.297648,-0.561641,-0.833151,-0.239425,-0.346419,-0.697114,0
0.005918,-0.019312,-0.471848,-1.025025,-1.119712,-0.733777,-0.521892,-0.283011,-0.681686,-0.990651,-1.380608,-0.923248,-0.688166,-0.563421,-0.231233,-0.629214,-0.562746,-0.60765,-0.679533,-0.274304,-0.267088,0.005569,0.1424,0.334756,0.714404,0.8175,1.183134,0.924899,0.274406,0.230452,0.505273,0.116113,-0.665913,-0.999531,-0.872416,-0.487457,-0.376415,-0.088073,-0.268239,-0.68961,-0.78342,-0.154647,-0.247795,-0.254894,-0.329306,-0.690852,-0.153565,0.007626,-0.340125,-0.814053,-0.70523,-0.71831,-0.497021,-0.019295,-0.591225,0.344897,-0.643021,-0.378531,-0.47584,0.435852,0
-0.694359,-0.923441,-0.651404,-0.855234,-0.568878,-0.639031,-0.984766,-1.429195,-0.744193,-0.863434,-0.689599,-0.733345,-0.458317,-0.24787,-0.291595,-0.773637,-0.669695,-0.531177,-0.376418,-0.419362,-0.464514,-0.225396,-0.094234,0.006046,0.623765,0.769023,0.885158,0.853648,0.469619,0.419807,0.662755,0.28916,-0.246569,-0.750009,-0.989345,-0.65329,-0.518134,-0.339748,-0.197411,-0.588861,-0.720888,-0.08886,0.062292,-0.333669,-0.333263,-0.23915,-0.343323,-0.317608,-0.540381,0.393411,-0.205584,-0.936289,-1.12022,-1.210944,-1.000389,-0.596508,1.033586,0.935257,-0.831747,-0.02131,0
-0.39424,-0.814217,-0.820551,-0.631713,-0.369066,-1.417301,-0.528366,-0.601265,-0.37591,-0.657357,-0.465794,-0.79617,-0.49024,-0.234494,-0.285267,-0.725496,-0.617358,-0.50097,-0.279515,-0.331413,-0.29579,-0.072592,0.090437,0.313428,0.888334,1.014357,1.212444,1.199364,0.854219,0.828868,0.773974,0.280719,-0.219936,-0.794118,-0.968506,-0.442402,-0.420181,-0.137375,0.067314,-0.553598,-1.006667,-0.075822,-0.188799,-0.449956,-0.335242,-0.419831,0.000542,-0.271146,-0.081461,0.1446,-1.071637,-0.604131,-0.879439,-0.731545,-0.252607,-0.788275,-0.573882,-0.780396,-1.155299,-0.935633,0
-0.607368,-0.856693,-0.846573,-0.593026,-1.179115,-1.107685,-0.583393,-0.50849,-0.701958,-0.430449,-0.338443,-0.276438,-0.343392,-0.23875,-0.730681,-0.757303,-0.615083,-0.422967,-0.396187,-0.410225,-0.21938,-0.098385,-0.246127,0.162037,1.121057,1.205313,1.212444,1.112092,0.924563,0.597384,0.39639,-0.03161,-0.61749,-0.989585,-1.2178,-0.587411,-0.491457,-0.138784,0.027128,-0.499306,-1.181407,-0.426089,-0.472985,-0.387686,-0.562112,-0.590805,-0.123664,0.057292,-0.298405,-0.616468,-0.938398,-0.884389,-0.936093,-1.005487,-1.12737,-0.631375,-0.712159,-1.05861,-0.734681,-0.637484,0
-0.328997,-0.789945,-0.687835,-0.831593,-0.259259,-0.033334,-0.126993,-0.553116,-0.52373,-0.905096,-0.599926,-1.229519,-1.231574,-1.24681,-1.236457,-1.139422,-0.917725,-0.745684,-0.67992,-0.655034,-0.253125,-0.049925,0.220745,0.369468,0.497604,0.887896,0.726807,0.425298,0.653178,0.62094,0.636586,0.901156,0.850699,0.923566,0.992655,1.103859,1.089953,0.807814,0.317471,0.090077,-0.224135,-0.742574,-0.821923,-0.362928,-0.499459,-0.469107,-0.888447,-1.027354,-0.946456,-0.821371,-1.188221,-0.853249,-0.822784,-0.18366,0.579829,0.693565,-0.539313,-0.950416,-1.187654,-0.83625,0
-0.289851,-1.108514,-0.945459,-0.949801,-0.552677,-0.236361,-0.531603,-0.813826,-0.131795,-0.469135,-0.69186,-1.109581,-1.500441,-0.805404,-1.214065,-1.264073,-0.595361,-0.705153,-0.757443,-0.362633,-0.051432,0.391683,0.920654,1.040271,1.03205,1.240722,1.212444,0.898338,0.884188,0.672129,0.679578,0.788136,0.685576,0.836644,0.906598,0.609768,0.47848,0.266901,-0.588219,-0.817785,-0.617446,-1.262937,-1.228417,-1.241457,-1.067954,-0.977552,-1.131108,-0.857527,-1.113336,-0.960412,-0.913416,-1.040088,0.310306,-0.128871,-0.689989,-0.439607,-0.833151,-0.687658,-0.94499,-0.756744,0
-0.724806,-0.704994,-0.573336,-0.78216,-0.702086,-0.591658,-0.557498,-0.859626,-0.446019,-0.580729,-1.109328,-1.429416,-1.493347,-1.028539,-1.168793,-1.307916,-0.800916,-0.601532,-0.719069,-0.404894,-0.051044,0.335407,0.701608,0.710306,0.943452,1.181707,1.212444,0.763846,0.483771,0.365447,0.346388,0.345905,0.29238,0.415872,0.490595,0.462865,0.391365,0.050911,-0.709782,-0.684013,-0.540888,-1.032389,-1.378064,-1.236956,-0.890547,-0.822256,-1.124207,-1.113869,-1.160619,-1.150679,-1.179894,-0.967428,-0.468694,-1.08767,-0.605334,-0.596508,-1.057851,-0.59492,0.106554,-0.14057,0
-0.703058,-1.147956,-0.91163,-0.178222,-0.408668,-0.452923,-0.463629,-0.477956,-0.058308,-0.446072,-0.62404,-1.001065,-1.307481,-1.051642,-0.976024,-1.134694,-0.767163,-0.644357,-0.545806,-0.076324,0.225895,0.678532,1.120514,0.962066,0.995305,1.265171,1.139578,0.907192,0.733928,0.522185,0.399661,0.495503,0.469609,0.586689,0.619486,0.556383,0.495153,0.184731,-0.716814,-0.762373,-0.7092,-1.249899,-1.335616,-1.324734,-0.949243,-0.991737,-1.202411,-1.282093,-1.241277,-0.64574,-0.571991,-0.583371,-0.936093,-1.320521,-1.155589,-0.648808,-0.67759,-0.88859,-0.912635,-0.975386,0
-0.68131,-1.02963,-1.007913,-0.537146,-0.343864,-0.197447,-0.301785,-0.54607,-0.155447,-0.129889,-0.590884,-0.992498,-1.089692,-1.089338,-0.869903,-0.674776,-0.569572,-0.692153,-0.459755,0.032946,0.273991,0.978669,1.41111,0.929028,0.680108,0.916982,0.930343,0.889484,0.752242,0.533057,0.367417,0.250236,0.189239,0.487226,0.673127,0.54351,0.627701,0.162193,-0.490266,-1.074136,-1.054589,-1.393917,-1.003946,-1.168684,-1.270422,-0.846148,-0.939049,-1.000117,-0.910299,-0.806735,-1.129929,-1.008948,-0.327057,-0.101477,0.043684,-1.01491,-0.712159,-0.795852,-0.799392,-0.697114,0
-0.894438,-0.513852,-0.510882,-0.201864,-0.153053,-0.464766,-1.162795,-0.519059,-0.465446,-0.667773,-1.19448,-1.000351,-1.199651,-1.284505,-1.336736,-1.066351,-0.557436,-0.602679,-0.534565,-0.259836,0.071523,0.750049,1.106124,0.829495,0.529859,0.74078,1.212444,1.230141,1.251306,1.044044,0.907623,1.134699,1.17126,1.26347,1.29829,1.072056,0.949902,0.705454,0.090923,-0.417587,-0.687576,-1.048984,-1.222661,-0.972122,-1.129288,-0.950674,-1.172509,-0.969677,-1.1634,-0.799417,-0.946725,-0.645651,-0.751966,-1.197247,-1.085043,-0.927743,-0.349182,-0.455813,-0.896457,-0.697114,0
-0.977079,-0.874897,-1.078175,-1.033622,-0.999104,-0.723625,-1.27123,-0.466213,-0.797408,-0.671492,-1.041509,-1.137423,-1.473483,-1.442585,-1.153703,-1.06936,-0.804708,-0.272315,-0.231451,-0.154754,-0.069662,0.126327,-0.064655,-0.304682,-0.733378,-0.569775,-0.047036,0.663083,1.489808,1.520603,1.229597,0.837846,0.627468,0.64161,0.593245,0.63097,0.384696,0.032599,0.063295,-0.145005,-0.228226,-0.676788,-0.619035,-0.487467,-0.426254,-0.686372,-0.715939,-0.565939,-0.593226,-0.367657,-1.096619,-0.894769,-1.191039,-1.224641,-0.746425,-1.102077,-0.764013,-0.703114,-0.459662,-0.677238,0
-0.959681,-0.853659,-0.789323,-0.096551,-0.898298,-0.40555,-0.83587,-0.716353,-1.404737,-0.881289,-1.560707,-0.676946,-0.919434,-1.17385,-0.865522,-1.099448,-1.239331,-0.946809,-1.636165,-1.563458,-1.186728,-1.811276,-2.319473,-2.216723,-2.596386,-2.253389,-1.474637,-0.879147,-0.505616,-0.13648,0.494057,0.749681,1.255032,2.103717,2.344089,2.146185,2.009455,1.726239,1.727496,1.798895,1.291255,0.816738,0.252229,-0.326916,-0.363601,-0.474334,-0.397376,-0.082094,-0.456941,0.210462,0.760399,-0.946669,-0.836948,-0.457602,0.438738,0.397197,-0.418321,-0.734027,-0.103754,-0.041187,0
-0.502979,-0.644314,0.163104,-0.545743,-0.882097,-1.17536,-1.384521,-0.95475,-1.285636,-1.196729,-1.382115,-0.46277,-1.20107,-1.226746,-1.114759,-0.901296,-0.982957,-1.586125,-1.446622,-1.349487,-1.595932,-2.069988,-1.800637,-2.293673,-2.506155,-2.047679,-0.968647,-0.197834,-0.033607,0.134868,0.935194,0.462207,0.85312,1.907386,2.143805,2.217364,1.7206,1.369387,1.256818,1.699265,1.494632,1.203158,0.67671,-0.168616,-0.552879,-0.721463,-0.360574,0.105356,0.121576,-0.126164,-0.605301,-0.957048,0.961833,0.843624,-0.196171,-0.561641,0.584186,1.538054,3.471497,-0.041187,0
-0.115869,0.168795,-0.784119,-0.977741,-0.804692,-1.028166,-1.418508,-0.66703,-0.79065,-0.969821,-1.532072,-0.315703,-0.585301,-1.15561,-0.849458,-0.667468,-0.792572,-1.306998,-1.538874,-1.70014,-1.49974,-2.170425,-1.762663,-1.816081,-2.388568,-1.989929,-0.467949,0.639473,0.851722,0.846988,1.406706,0.876769,1.148985,2.03885,2.29971,2.082199,1.384644,1.097052,1.313078,1.987519,1.612099,1.460376,0.876719,-0.107847,-0.303586,-0.820016,-0.337573,0.10856,0.013104,-0.118846,-0.505371,-0.998568,1.131796,0.638167,-0.351371,0.25773,-0.089913,0.023333,0.106554,0.594864,0
0.332134,0.056537,-0.315712,-0.528549,0.122364,0.501304,-0.091387,-0.804431,-1.372639,-1.172922,-1.095764,0.030547,-0.90028,-1.029755,-0.963367,-0.909463,-1.037569,-1.238172,-1.236922,-1.711182,-1.55986,-2.354102,-1.626759,-1.747913,-2.65967,-2.139574,-0.923462,0.02646,0.168266,0.287077,0.943139,0.4608,1.176102,2.021984,2.158083,2.179503,1.698092,1.584907,1.593877,2.019423,1.836515,1.40585,0.961615,0.10297,-0.29699,-0.601258,-0.483629,-0.259931,0.12992,-0.21398,-0.855124,-0.448432,0.749379,0.692956,-0.167952,-0.212973,0.981732,-0.193056,-0.022866,0.058196,0
-0.420337,-0.735333,-0.669619,-0.285684,-0.649883,-1.347933,-0.526748,-0.440377,-0.794029,-0.663309,-0.631576,-0.842575,-0.921562,-1.046778,-1.240838,-1.244301,-1.112661,-1.023664,-0.452778,-0.750979,-1.471425,-1.419691,-0.910061,-0.367413,-0.453702,-0.65366,-0.915727,-0.01823,1.405312,1.898407,2.10346,2.084347,1.689872,1.087464,0.58707,0.281888,0.43388,-0.661854,-1.285445,-0.90622,-0.689329,-0.669083,0.096826,1.279344,1.175029,0.603031,-0.169666,-1.105858,-1.013208,-0.126164,-0.297185,-1.102367,-0.567839,0.145071,-1.14148,-1.049777,-0.349182,-0.579464,-0.20082,-1.054893,0
-0.328997,-0.513852,-0.430211,-0.859533,-0.711087,-0.441079,-0.50409,-0.516711,-0.531332,-0.825492,-0.871959,-0.999637,-1.093239,-0.731836,-0.395282,-0.707873,-0.846047,-1.054636,-1.667562,-1.662067,-1.584683,-1.825736,-1.544816,-0.560624,0.688274,1.265171,0.676737,-0.083579,-0.367842,-0.530592,-0.670937,-1.095216,-1.235854,-0.839093,-0.318645,-0.569616,-1.075421,-1.415,-1.371343,-1.019283,-0.380758,-0.514397,-0.631986,-0.899348,-0.746774,-0.699065,-1.014952,-0.713335,-0.451378,-0.49938,-0.655265,0.060184,-0.893602,-0.786333,-0.280825,-1.06721,-0.539313,-0.857678,-1.139122,-0.95551,0
-0.985778,-0.796013,-0.963675,-0.926159,-0.963102,-1.288717,-1.117478,-0.907775,-0.613266,-0.724314,-1.072404,-1.195965,-1.286199,-1.249242,-0.834854,-0.910752,-1.096732,-1.204141,-1.532284,-1.654072,-1.529994,-1.310657,-0.892074,-0.233587,0.576812,1.10583,0.51228,-0.473985,-0.729965,-1.028442,-1.083101,-1.397696,-1.118185,-0.802767,-0.604213,-0.803979,-1.270909,-1.303249,-0.708777,-0.369451,0.053463,0.152948,-0.136998,-0.49572,-0.573983,-0.319784,-0.709039,-0.931226,-0.676666,-0.762827,-1.146584,-0.676791,-1.162711,-1.128761,-0.577116,-0.805709,-0.90229,-0.672202,-1.187654,-0.597731,0
-1.111915,-0.929509,-0.901221,-0.32652,-0.399668,0.25598,0.041325,-0.378135,-0.456999,-0.888729,-1.072404,-0.897547,-0.804509,-0.865595,-0.660096,-0.882384,-1.017469,-1.061136,-1.392743,-1.542518,-1.48694,-1.667851,-1.23983,-0.375777,0.714812,1.265171,0.584332,-0.133328,-0.356604,-0.853583,-0.846644,-1.095685,-1.090584,-0.780712,-0.300507,-0.598391,-1.185044,-1.243617,-1.05086,-0.639795,-0.159849,-0.163537,-0.34708,-0.894847,-0.686759,-0.478813,-0.970101,-0.767808,-0.509786,-1.092135,-0.680248,-0.157795,-0.737802,-1.019184,-0.802861,-1.363578,-1.040566,-0.471269,-0.896457,-0.975386,0
-0.363793,-0.601838,-0.799733,-0.704787,-0.255659,-0.732085,-0.979911,-0.988807,-0.668171,-0.736217,-0.977457,-0.944665,-1.023008,-0.835803,-0.740904,-0.802435,-0.965132,-1.099755,-1.415225,-1.60077,-1.420226,-1.339186,-0.871289,-0.11858,0.941819,1.265171,0.433715,-0.346239,-0.483139,-0.965927,-1.074222,-1.580591,-1.371923,-1.059642,-0.761662,-0.780504,-1.3376,-1.080216,-0.751475,-0.353219,0.150476,0.081236,-0.405356,-1.083907,-0.800854,-0.519877,-0.901097,-1.073816,-0.707261,-0.799417,-0.172274,-0.624891,-0.624493,-0.389117,-0.083298,-0.666241,-0.86772,-0.934959,-0.492017,-0.83625,0
-0.663912,-0.492614,-0.909028,-0.926159,-0.966702,-1.539117,-0.903844,-0.46269,-0.839642,-0.794246,-0.828253,-1.195251,-1.589117,-1.287545,-0.821711,-1.026807,-1.173341,-0.994222,-0.797368,-0.907459,-0.88962,-0.228522,0.405016,0.849151,0.936512,0.215968,-0.066576,0.043324,-0.231734,-0.922439,-1.326568,-0.8265,-0.726442,-0.486648,-0.750085,-0.590819,-0.18843,-0.246778,-0.169281,-0.171311,-0.123031,-0.397641,-0.685226,-0.263896,-0.080672,0.082641,-0.375525,-0.413736,-0.206621,-0.689647,-1.138257,-0.74945,-0.497021,0.049191,-1.14148,-1.049777,-0.919574,-0.316706,-0.653793,-0.339335,0
-0.794398,-0.883999,-0.825755,-0.345863,-0.131451,-0.309112,-0.345482,-0.803256,-0.708716,-0.778623,-1.04603,-1.428702,-0.842108,0.266496,0.779833,1.197135,1.357027,1.263268,1.20311,0.951269,0.855797,0.895819,0.959427,0.906445,0.908748,1.1248,1.212444,0.924899,0.142044,-0.521079,-1.004594,-0.671274,-1.17484,-0.830444,-0.52356,-0.595362,-0.620671,-0.843097,-1.450208,-1.676392,-1.405239,-1.478669,-1.34425,-1.28272,-1.057402,-1.180631,-1.032203,-1.052988,-0.938112,-0.704283,-0.305513,-0.593751,-1.191039,0.10398,-0.563007,-0.090939,-0.038059,-0.363075,-0.394951,-0.518225,0
-0.389891,-0.850625,-0.294894,-0.644608,0.098963,0.817688,-0.102716,-0.869021,-0.391114,-0.53014,-1.143238,-1.594331,-1.049256,0.048833,1.15953,1.800187,1.585715,1.351213,1.382963,1.194936,1.28866,1.235037,1.174876,1.368982,1.212921,0.97389,0.948254,0.158844,-0.832359,-1.162077,-0.412984,0.103451,-0.068372,-0.44643,-0.566009,-0.946716,-0.457278,-0.536017,-0.833856,-0.910698,-1.196602,-1.312129,-1.158629,-0.659272,-0.540348,-0.773726,-0.918348,-0.783829,-0.790701,-1.450715,0.227443,-0.074755,-0.369548,-0.580876,-0.704098,-0.30014,-0.504744,-0.393988,-0.103754,-0.220076,0
-0.228958,-0.592736,0.072025,-0.21261,-0.171054,-0.513831,0.263051,-0.292406,-0.33452,-0.525676,-1.071651,-1.60147,-0.87545,-0.069727,1.23693,1.931285,1.71011,1.379508,1.54925,1.300399,1.51634,1.458967,1.359946,1.26903,0.920588,1.148827,1.080145,0.292071,-0.826948,-0.900242,-0.148489,-0.179802,-0.383122,-0.372049,-0.657468,-1.179564,-0.394339,-0.708339,-1.278915,-1.147459,-1.284849,-1.471557,-1.13129,-0.511475,-0.411745,-0.90737,-0.780342,-0.713335,-0.885267,-0.799417,-0.047362,-0.448432,0.621906,-0.402814,-1.056825,-0.073505,-0.573882,-0.826765,-0.702326,-0.816374,0
0.192948,-0.274167,0.098048,0.000165,0.075561,-0.408933,-0.131848,-0.140913,-0.460378,-0.922951,-1.509465,-1.294485,-0.729312,0.17712,0.681501,1.048844,1.201154,1.269386,1.139542,1.001525,1.51634,1.395657,1.259217,1.202117,0.965092,0.879887,0.370212,-0.448267,-1.226532,-0.713152,-0.192416,-0.459772,-0.640733,-0.512595,-0.842702,-1.249229,-1.019567,-1.052983,-1.207083,-0.72823,-0.951732,-1.175815,-1.501811,-0.654771,-0.558815,-0.822256,-0.316872,-0.380091,-0.723949,-0.25057,-1.06331,0.163983,0.055361,-1.060276,-0.816971,1.512936,1.016302,-0.996785,-0.168465,-0.279706,0
