@relation segment-weka.filters.unsupervised.attribute.Standardize

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute region-pixel-count numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {0,1,2,3,4,5,6}

@data
-0.917174,1.888925,0,-0.35697,-0.19451,0.224558,-0.094852,0.036242,-0.126065,-0.585385,-0.61647,-0.703746,-0.407326,0.193935,-1.269851,1.957031,-0.601191,-0.014936,2.436847,6
1.234792,1.662775,0,-0.35697,-0.19451,0.245144,-0.077411,0.220908,-0.097808,-0.624192,-0.64184,-0.780328,-0.413436,0.347405,-1.553706,2.284067,-0.606368,0.296536,2.231876,6
-1.205017,-0.163825,0,7.94438,-0.19451,-0.187131,-0.082299,0.405577,-0.076188,-0.519415,-0.39448,-0.55314,-0.593706,1.556015,-0.651047,-0.457252,-0.572713,-0.145425,0.120516,0
1.604875,-0.7379,0,-0.35697,-0.19451,7.593795,4.096906,3.529552,1.745139,0.127678,0.008271,0.261162,0.081549,-1.187333,0.995311,-0.495723,0.242724,-0.02942,-0.58988,2
-0.930881,-0.59873,0,-0.35697,-0.19451,-0.063626,-0.098171,1.036527,-0.060197,-0.525235,-0.565729,-0.451032,-0.569265,0.059641,0.064268,-0.168696,-0.479521,0.221612,-0.496237,4
0.26161,0.792965,0,-0.35697,-0.19451,-0.290054,-0.10993,-0.286928,-0.12754,-0.522325,-0.553045,-0.60164,-0.392047,0.145971,-0.957611,1.476097,-0.588246,-0.446447,2.716379,6
-0.958295,0.079721,0,-0.35697,-0.19451,-0.578236,-0.126317,-0.56393,-0.137589,-0.838595,-0.740149,-0.890092,-0.862588,1.5752,-1.031413,0.16796,-0.891123,0.73156,0.436343,0
1.385567,-0.703107,0,-0.35697,-0.19451,-0.372391,-0.115746,-0.379264,-0.131544,1.403432,1.191157,1.670236,1.273177,-3.067393,2.931202,-1.890436,1.671682,-0.283961,-0.566966,1
0.878415,0.305872,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
-1.095363,1.123493,0,-0.35697,-0.19451,0.203971,-0.066194,0.19013,-0.011953,-0.097398,-0.090037,-0.065581,-0.1415,0.145971,0.132392,-0.370685,-0.08863,-0.556385,-0.438625,5
0.316437,0.792965,0,2.410147,-0.19451,-0.310637,-0.110048,-0.163817,-0.095773,-0.457324,-0.505475,-0.586324,-0.251496,-0.065053,-1.235789,2.159019,-0.469167,-0.134782,2.478845,6
0.974363,0.184098,0,-0.35697,-0.19451,-0.495898,-0.121692,-0.456207,-0.135133,-0.811431,-0.724292,-0.851802,-0.838144,1.450501,-0.934902,0.129486,-0.870414,0.451532,0.25663,0
0.110835,-0.268203,0,-0.35697,-0.19451,-0.413561,-0.110791,5.54549,1.643816,0.223725,0.239774,0.258607,0.164046,-0.036279,0.416249,-0.668859,0.240133,-0.660976,-0.422337,3
-1.438032,0.810361,0,-0.35697,-0.19451,-0.41356,-0.1098,-0.363873,-0.130599,-0.458293,-0.505475,-0.581219,-0.260662,-0.055461,-1.196049,2.082069,-0.476932,-0.172687,2.502555,6
-1.314671,1.245266,0,-0.35697,-0.19451,-0.537067,-0.118307,-0.502374,-0.128602,-0.55046,-0.524503,-0.708853,-0.379826,0.68313,-1.508289,1.870463,-0.577893,-0.370488,2.1393,6
-0.684159,0.445041,0,-0.35697,-0.19451,-0.516483,-0.124583,-0.379261,-0.131544,-0.773595,-0.778204,-0.742037,-0.798424,0.587209,-0.423964,0.129486,-0.774632,0.664953,-0.424331,0
-1.465446,1.488813,0,-0.35697,4.390359,0.265726,-0.111425,0.590246,-0.094734,0.307158,0.290514,0.381137,0.231268,-0.400778,0.745518,-0.861239,0.364392,-0.542733,-0.455618,5
-0.574504,0.340664,0,-0.35697,-0.19451,-0.2283,-0.102694,-0.333096,-0.130916,0.348875,0.290514,0.473033,0.252654,-0.813242,1.114528,-1.072845,0.457584,-0.37521,-0.48281,3
0.576866,-1.364163,0,-0.35697,-0.19451,-0.351807,-0.111039,-0.502375,-0.135322,1.680892,1.549509,1.833604,1.606225,-2.559009,2.397552,-1.496067,1.837355,-0.567121,-0.572641,1
-0.643038,0.079721,0,-0.35697,-0.19451,-0.269468,-0.107503,-0.286928,-0.121063,0.337232,0.281002,0.460269,0.240433,-0.784469,1.097499,-1.072845,0.44464,-0.379555,-0.478565,3
-1.396912,-0.181222,0,-0.35697,-0.19451,-0.434145,-0.105092,0.097797,-0.092814,-0.585385,-0.448392,-0.627167,-0.660928,1.719081,-0.758912,-0.438017,-0.624489,0.107162,0.250558,0
-1.657341,1.349643,0,-0.35697,8.975228,0.306895,-0.089873,0.774912,-0.087043,0.436188,0.407851,0.529191,0.347375,-0.61181,0.978282,-1.043992,0.514535,-0.516991,-0.460957,5
0.892122,-0.7379,0,-0.35697,-0.19451,-0.248886,-0.112773,-0.163817,-0.134315,0.153873,0.189033,0.169266,0.099882,0.193935,0.228903,-0.582291,0.149531,-0.699235,-0.393133,3
-0.286662,0.410249,0,-0.35697,4.390359,0.450986,-0.07853,0.621024,-0.095977,0.333353,0.312714,0.419425,0.246544,-0.458334,0.847706,-0.97666,0.40322,-0.515909,-0.448759,3
0.576866,1.158285,0,-0.35697,-0.19451,0.430404,-0.108261,0.728747,-0.09283,0.367308,0.344426,0.437295,0.301542,-0.506299,0.768224,-0.793906,0.421342,-0.560358,-0.485198,5
-0.533384,0.549418,0,-0.35697,-0.19451,0.883261,0.107981,0.82108,0.88413,-0.74158,-0.746491,-0.719063,-0.755647,0.558433,-0.458028,0.216053,-0.751334,-0.151146,-0.463591,4
0.672814,-0.146429,0,-0.35697,-0.19451,0.203971,-0.051329,0.344022,0.068405,-0.198292,-0.277143,-0.09366,-0.245386,-0.554254,0.535466,-0.351449,-0.117105,-0.023652,-0.553772,4
1.645996,-0.529145,0,2.410147,-0.19451,0.368649,-0.040427,-0.133039,-0.056728,1.289925,1.080162,1.560466,1.154015,-2.952291,2.863073,-1.890436,1.560363,-0.250778,-0.562119,1
-1.314671,-0.998843,0,-0.35697,-0.19451,0.245144,-0.079078,-0.071481,-0.052698,-0.377772,-0.331055,-0.328505,-0.4776,0.731091,0.018851,-0.765053,-0.355264,0.049726,-0.239846,0
0.549452,1.0887,0,-0.35697,-0.19451,0.24514,-0.092235,-0.117649,-0.120213,0.32656,0.350768,0.388794,0.225155,-0.04587,0.683071,-1.111325,0.372157,-0.524008,-0.373973,5
0.042301,0.288476,0,-0.35697,-0.19451,2.200664,0.029504,-0.486985,-0.135102,-0.24583,-0.226402,-0.244266,-0.263717,0.376182,-0.191201,-0.053269,-0.269837,-0.703812,-0.447148,3
-0.972001,0.184098,0,-0.35697,-0.19451,-0.619405,-0.126647,-0.656264,-0.139856,-0.956954,-0.936767,-0.979435,-0.938975,0.961302,-0.934902,0.620036,-1.01538,2.510221,-0.473362,4
-1.19131,0.184098,0,-0.35697,-0.19451,-0.639989,-0.123237,-0.579319,-0.136587,-0.943372,-0.936767,-0.943698,-0.938975,0.827013,-0.775944,0.485376,-0.979139,2.510221,-0.473362,4
0.960656,0.653796,0,-0.35697,-0.19451,0.080466,-0.087006,2.236867,1.412623,0.116038,0.090724,0.159054,0.087659,-0.32404,0.382185,-0.322587,0.141763,-0.578982,-0.617091,5
1.741943,1.001719,0,-0.35697,-0.19451,-0.331223,-0.113205,-0.102259,-0.105525,-0.543668,-0.549871,-0.696089,-0.349272,0.385774,-1.462872,2.091687,-0.552006,-0.181061,2.26768,6
-0.930881,-0.076844,0,-0.35697,-0.19451,0.142221,-0.082117,-0.179205,-0.110903,-0.43113,-0.587928,-0.241714,-0.502044,-1.07223,0.910153,-0.46687,-0.267248,0.914246,-0.585797,2
-0.574504,-0.111637,0,-0.35697,-0.19451,-0.022457,-0.096572,-0.471596,-0.131829,-0.522325,-0.52133,-0.48677,-0.560097,0.433735,-0.191201,-0.110981,-0.515763,-0.108143,-0.415601,4
-0.451143,-1.172804,0,-0.35697,-0.19451,-0.537068,-0.126648,-0.440818,-0.130536,2.329931,2.370871,2.216512,2.400631,-1.523058,1.154269,-0.428399,2.225667,-1.098649,-0.623737,1
-1.657341,-1.451143,0,-0.35697,-0.19451,-0.207717,-0.066855,-0.363873,-0.104149,-0.520384,-0.489617,-0.479113,-0.593706,0.702314,-0.151465,-0.447635,-0.507998,0.158412,-0.272241,0
1.508928,-0.059448,0,-0.35697,-0.19451,-0.537067,-0.11971,-0.533152,-0.13507,-0.9327,-0.936767,-0.923276,-0.929808,0.721499,-0.702141,0.466139,-0.958429,2.510221,-0.513463,2
-1.342085,-1.155408,0,2.410147,-0.19451,-0.434145,-0.12,-0.471596,-0.133545,0.872759,0.775719,1.05504,0.738473,-1.590205,1.93203,-1.678821,1.047805,-0.400798,-0.495622,3
0.014888,-0.755296,0,-0.35697,-0.19451,7.099781,11.703104,8.915689,6.820981,0.831042,0.785232,0.812538,0.888189,-1.091412,0.558172,0.148723,0.801881,-0.601241,-0.693243,2
-0.135887,1.245266,0,-0.35697,-0.19451,0.718583,-0.06137,0.420964,-0.111179,0.525442,0.528359,0.59556,0.432927,-0.400778,0.8988,-1.120942,0.581841,-0.606777,-0.422363,5
-1.136483,1.384436,0,-0.35697,-0.19451,-0.351807,-0.112883,1.005749,-0.098304,0.457531,0.45225,0.526638,0.374874,-0.419969,0.836353,-0.995895,0.511946,-0.600501,-0.442391,5
-0.519677,0.392853,0,-0.35697,-0.19451,-0.351807,-0.11367,0.744134,-0.060043,0.159693,0.116095,0.268819,0.069328,-0.525481,0.859059,-0.928563,0.250489,-0.347944,-0.465234,3
-0.917174,-1.138012,0,-0.35697,-0.19451,-0.495898,-0.118307,-0.425429,-0.125537,2.251349,2.275743,2.142467,2.333423,-1.609388,1.120205,-0.284117,2.150577,-1.077139,-0.648715,1
-0.03994,0.097117,0,-0.35697,-0.19451,0.142221,-0.108066,4.82221,0.062927,0.365367,0.401509,0.378585,0.310707,0.030868,0.387861,-0.688103,0.361803,-0.783152,-0.410489,3
1.015483,0.288476,0,-0.35697,-0.19451,-0.537067,-0.121692,-0.533152,-0.133559,-0.813371,-0.724292,-0.856907,-0.838144,1.469685,-0.957611,0.148723,-0.875591,0.381044,0.286848,0
-0.574504,-1.207597,0,-0.35697,-0.19451,-0.413561,-0.111252,-0.486985,-0.130687,1.909855,1.84761,1.912727,1.945383,-2.117772,1.585726,-0.563056,1.917594,-0.842668,-0.639527,1
0.522039,0.13191,0,-0.35697,-0.19451,-0.639989,-0.123237,-0.594708,-0.135905,-0.92979,-0.911397,-0.930934,-0.935919,0.922934,-0.770267,0.379571,-0.966195,2.388553,-0.32883,4
-0.547091,-0.389976,0,-0.35697,-0.19451,-0.207717,-0.098568,-0.317706,-0.119452,-0.412697,-0.331055,-0.399979,-0.502044,1.076408,-0.253653,-0.649624,-0.427747,-0.096803,-0.126641,0
-0.026233,1.106096,0,-0.35697,-0.19451,0.286312,-0.086058,0.282464,-0.112022,0.56619,0.563245,0.65172,0.460426,-0.487108,1.035052,-1.265216,0.638793,-0.562132,-0.421024,5
-1.013122,-1.033635,0,-0.35697,-0.19451,5.78236,-0.100406,-0.486985,-0.128282,0.077231,0.068525,0.13608,0.01433,-0.141791,0.455985,-0.630388,0.115877,-0.511551,-0.431863,3
0.384971,-0.790088,0,-0.35697,-0.19451,2.77703,-0.000871,0.143963,-0.080359,-0.176949,-0.162978,-0.154925,-0.214832,0.270668,0.001816,-0.274499,-0.179235,-0.554883,-0.42378,3
-0.396316,-0.511749,0,-0.35697,-0.19451,-0.434145,-0.120949,-0.548541,-0.132866,-0.440832,-0.480104,-0.354031,-0.502044,0.002086,0.21755,-0.370685,-0.381151,0.107981,-0.467208,4
0.700227,-0.407372,0,-0.35697,-0.19451,0.018711,-0.110048,-0.27154,-0.129088,0.479846,0.499817,0.521533,0.405428,-0.208937,0.671718,-0.928563,0.506769,-0.693235,-0.41628,3
1.275912,0.410249,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
-0.793813,-0.911862,0,-0.35697,-0.19451,-0.084208,-0.107487,-0.25615,-0.13507,2.328962,2.361367,2.221612,2.400631,-1.599796,1.19401,-0.418782,2.230839,-1.082833,-0.632137,1
0.60428,-0.111637,0,-0.35697,-0.19451,-0.248886,-0.113469,-0.363873,-0.118171,-0.151724,-0.153465,-0.119186,-0.187332,0.107606,0.092651,-0.264881,-0.142992,-0.524477,-0.469809,3
1.741943,-1.677294,0,-0.35697,-0.19451,-0.2283,-0.114012,-0.394652,-0.130347,2.599626,2.783124,2.328832,2.718411,-0.448743,0.325414,-0.101362,2.339572,-1.412219,-0.583196,1
-0.149594,2.062887,0,-0.35697,-0.19451,0.306895,-0.072604,0.621024,-0.107514,-0.339935,-0.388138,-0.499535,-0.098722,-0.160982,-1.343653,2.437958,-0.339731,-0.241768,2.432272,6
0.179369,-0.129033,0,-0.35697,-0.19451,-0.475314,-0.123922,-0.548541,-0.136645,-0.800759,-0.721121,-0.826275,-0.838144,1.373764,-0.827038,0.023681,-0.85747,0.579381,0.111191,0
0.549452,-0.476957,0,-0.35697,-0.19451,0.183389,-0.092209,-0.194595,-0.119452,0.785443,0.80426,0.827853,0.707919,-0.467925,0.927188,-1.101698,0.817411,-0.754669,-0.435791,3
0.617986,1.784548,0,-0.35697,-0.19451,-0.125376,-0.095541,-0.009926,-0.118244,-0.659116,-0.648182,-0.83138,-0.456211,0.63517,-1.689958,2.226352,-0.642608,0.531897,2.09366,6
0.727641,-1.868652,0,-0.35697,-0.19451,-0.578235,-0.12066,-0.25615,-0.119657,1.988438,1.904693,1.994422,2.04009,-2.37676,1.670885,-0.447635,2.000443,-0.819038,-0.661412,1
0.878415,-0.146429,0,-0.35697,-0.19451,-0.639989,-0.126565,-0.579319,-0.137904,-0.795908,-0.702093,-0.833933,-0.832034,1.498462,-0.906517,0.033299,-0.854882,0.489191,0.257389,0
-0.08106,1.001719,0,2.410147,-0.19451,-0.413561,-0.110578,0.236298,-0.112774,-0.409787,-0.464247,-0.56335,-0.168999,-0.160982,-1.360684,2.46682,-0.399272,-0.075958,2.421317,6
0.494625,1.158285,0,-0.35697,-0.19451,0.698001,-0.080614,0.590246,-0.076786,0.551637,0.537875,0.618534,0.47876,-0.573437,0.8988,-0.947807,0.605139,-0.617482,-0.478862,5
-1.246137,0.13191,0,-0.35697,-0.19451,-0.578236,-0.123344,-0.471596,-0.130788,-0.949193,-0.927254,-0.971777,-0.932864,0.970895,-0.929225,0.600799,-1.007614,2.185775,-0.448617,4
-0.245541,1.175681,0,-0.35697,-0.19451,0.677415,-0.060427,0.128575,-0.092796,0.654472,0.617154,0.779352,0.533758,-0.870798,1.369998,-1.44797,0.768226,-0.491482,-0.448584,5
-0.862347,0.288476,0,-0.35697,-0.19451,0.203971,-0.104845,-0.286928,-0.128521,-0.36807,-0.426192,-0.2749,-0.419546,-0.22812,0.319738,-0.31297,-0.300903,0.076475,-0.52051,3
0.549452,-0.424768,0,-0.35697,-0.19451,-0.372391,-0.116737,-0.456207,-0.13211,1.476194,1.318006,1.69576,1.349564,-2.635747,2.675732,-1.890436,1.697566,-0.422562,-0.546718,1
1.138845,0.532022,0,-0.35697,4.390359,3.621004,2.679313,-0.41004,-0.128521,-0.74255,-0.76869,-0.696089,-0.764814,0.36659,-0.299065,0.139104,-0.728036,1.50946,-0.455579,4
0.30273,-0.216014,0,-0.35697,-0.19451,-0.557652,-0.123922,-0.548541,-0.138156,-0.822103,-0.736977,-0.854354,-0.856477,1.440909,-0.889486,0.062155,-0.880769,0.719975,0.208024,0
-1.479153,-0.268203,0,-0.35697,-0.19451,-0.2283,-0.112883,-0.348483,-0.124649,-0.922029,-0.920911,-0.938593,-0.893143,0.759867,-0.866777,0.706605,-0.973961,1.966774,-0.712436,2
-0.985708,-1.224993,0,-0.35697,-0.19451,-0.331223,-0.117398,-0.363873,-0.132866,1.993283,2.041047,1.976548,1.945383,-1.187333,1.523279,-1.390264,1.982317,-0.991676,-0.487993,1
-0.643038,-0.285599,0,-0.35697,-0.19451,-0.392976,-0.11269,-0.225372,-0.107361,-0.520384,-0.413509,-0.540376,-0.593706,1.392948,-0.560216,-0.447635,-0.567537,-0.138584,0.032612,0
0.809882,1.280058,0,-0.35697,-0.19451,0.430404,-0.054723,0.590246,-0.093479,-0.657175,-0.683066,-0.795643,-0.459269,0.299445,-1.462872,2.178255,-0.645199,0.38673,2.282454,6
0.083422,1.923717,0,-0.35697,-0.19451,-0.392976,-0.120619,-0.425429,-0.129843,-0.820162,-0.822602,-0.913066,-0.697593,0.644762,-1.292559,1.543427,-0.847115,0.568181,2.301421,6
1.289619,0.184098,0,-0.35697,-0.19451,-0.59882,-0.124913,-0.486985,-0.132614,-0.846357,-0.752834,-0.895197,-0.868699,1.536831,-1.020059,0.187197,-0.901478,0.774436,0.409252,0
-0.629332,0.532022,0,-0.35697,-0.19451,-0.290054,-0.091961,-0.625486,-0.138849,-0.951133,-0.924082,-0.979435,-0.932864,1.018855,-0.968965,0.620036,-1.01538,-0.60446,-0.360273,4
-0.834933,-1.294578,0,-0.35697,-0.19451,-0.351806,-0.12194,-0.471595,-0.133055,1.881722,1.834923,1.945924,1.829281,-1.954705,1.971771,-1.380646,1.95126,-0.790164,-0.549242,1
0.713934,-0.668315,0,-0.35697,-0.19451,-0.392976,-0.123592,-0.425429,-0.132866,1.480076,1.324348,1.69576,1.355675,-2.616565,2.653021,-1.871192,1.697566,-0.430512,-0.547139,1
-1.561393,-1.068427,0,-0.35697,-0.19451,-0.372391,-0.116118,-0.471596,-0.133545,0.778654,0.702778,0.929961,0.662086,-1.321626,1.648178,-1.467214,0.92096,-0.456105,-0.492814,3
1.248499,-1.851256,0,-0.35697,-0.19451,-0.45473,-0.115793,-0.317706,-0.122825,2.333808,2.345498,2.244586,2.403711,-1.791637,1.318904,-0.438017,2.254137,-1.039944,-0.63774,1
-1.602514,-0.772692,0,-0.35697,-0.19451,-0.2283,-0.076353,-0.086871,-0.131355,-0.530086,-0.44205,-0.532718,-0.60593,1.229883,-0.452347,-0.46687,-0.56236,-0.019955,-0.058378,0
-0.053646,-0.059448,0,-0.35697,-0.19451,-0.351807,-0.121713,-0.471596,-0.125211,-0.878372,-0.905055,-0.864565,-0.859533,0.472104,-0.628339,0.591181,-0.898889,1.809185,-0.692991,2
1.591169,0.375456,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
0.864709,0.166702,0,-0.35697,-0.19451,-0.578236,-0.121362,-0.533152,-0.138849,-0.795908,-0.698922,-0.836486,-0.832034,1.527239,-0.923548,0.033299,-0.854882,0.489191,0.283485,0
1.687116,-1.920841,0,-0.35697,-0.19451,-0.41356,-0.122683,-0.363873,-0.135133,1.756567,1.581221,1.935701,1.691777,-3.019438,2.635992,-1.438352,1.940893,-0.498157,-0.598047,1
-1.451739,1.053908,0,-0.35697,-0.19451,-0.495898,-0.119632,-0.440818,-0.129568,-0.597997,-0.584757,-0.762458,-0.407326,0.606393,-1.587769,2.082069,-0.601191,0.018655,2.135968,6
1.71453,0.13191,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
0.659107,0.601607,0,2.410147,-0.19451,-0.001871,-0.045383,-0.348483,-0.132047,-0.751281,-0.733806,-0.744589,-0.767869,0.769459,-0.571569,0.196816,-0.77722,0.20184,-0.350573,3
1.138845,-1.555521,0,-0.35697,-0.19451,-0.063626,-0.08871,-0.548541,-0.131638,-0.592177,-0.629153,-0.532718,-0.621206,0.145971,-0.089013,0.004443,-0.56236,0.232426,-0.517352,4
1.111431,-1.085823,0,-0.35697,-0.19451,-0.495898,-0.118307,-0.533152,-0.132359,-0.785237,-0.803574,-0.73438,-0.819812,0.472104,-0.304747,0.042918,-0.766867,0.959216,-0.443802,4
0.042301,0.653796,0,-0.35697,-0.19451,-0.495898,-0.121692,-0.456207,-0.1374,-0.783296,-0.778204,-0.765011,-0.801479,0.68313,-0.520475,0.196816,-0.79793,0.499432,-0.409887,3
-0.218128,-0.216014,0,-0.35697,-0.19451,-0.166549,-0.103033,-0.25615,-0.115143,0.542906,0.528359,0.631299,0.445148,-0.573437,1.035052,-1.178649,0.618083,-0.560647,-0.441498,3
-0.451143,-1.068427,0,-0.35697,-0.19451,-0.001871,-0.098077,-0.148427,-0.127927,2.263948,2.269378,2.185864,2.327318,-1.791637,1.335939,-0.46687,2.194587,-1.02143,-0.634492,1
-1.355792,-0.059448,0,-0.35697,-0.19451,-0.41356,-0.098899,-0.440818,-0.122223,-0.935611,-0.933596,-0.938593,-0.923697,0.779051,-0.787298,0.552706,-0.973961,2.440697,-0.527959,2
1.070311,-0.529145,0,-0.35697,-0.19451,0.286312,0.016392,0.282464,0.058329,-0.792998,-0.844801,-0.742037,-0.795368,0.174744,-0.310423,0.350714,-0.774632,1.459852,-0.627613,2
-0.410023,-0.459561,0,-0.35697,-0.19451,-0.475314,-0.1154,-0.456207,-0.132428,-0.457324,-0.499133,-0.377005,-0.508154,-0.007505,0.16078,-0.264881,-0.404449,0.090233,-0.490802,4
-0.862347,1.732359,0,-0.35697,-0.19451,0.224558,0.000288,-0.209982,-0.098607,-0.795908,-0.797231,-0.90796,-0.651763,0.63517,-1.400424,1.735798,-0.808286,0.728209,2.206309,6
0.933243,-0.998843,0,2.410147,-0.19451,-0.187131,-0.095182,-0.425429,-0.129843,1.520822,1.365576,1.713634,1.422896,-2.645338,2.533804,-1.64035,1.715692,-0.465285,-0.564798,1
1.111431,-1.625105,0,-0.35697,-0.19451,-0.413561,-0.116118,-0.440818,-0.130858,2.260071,2.282079,2.193538,2.293714,-1.63817,1.409739,-0.745809,2.202368,-1.026602,-0.593148,1
1.426687,0.897342,0,-0.35697,-0.19451,-0.269468,-0.115663,0.898026,0.304185,-0.106128,-0.109066,-0.073238,-0.1415,0.059641,0.132392,-0.284117,-0.096396,-0.613461,-0.471298,5
1.481514,0.010136,0,2.410147,-0.19451,0.080466,-0.093847,-0.102259,-0.131829,0.101484,0.084383,0.166711,0.038774,-0.237711,0.518437,-0.640006,0.14694,-0.480909,-0.462083,3
0.659107,-0.529145,0,-0.35697,-0.19451,-0.701743,-0.127308,-0.671653,-0.140171,-0.970536,-0.936767,-1.015172,-0.938975,1.095592,-1.093861,0.754698,-1.051622,-1.8698,0.881942,4
1.344446,0.305872,0,2.410147,-0.19451,0.080466,-0.087006,-0.456207,-0.1374,-0.712475,-0.765519,-0.634824,-0.746481,0.098006,-0.066307,0.014061,-0.665906,0.934394,-0.5363,4
-1.657341,1.123493,0,-0.35697,-0.19451,-0.125376,-0.111955,-0.025316,-0.127247,-0.558222,-0.556216,-0.693536,-0.392047,0.472104,-1.360684,1.831983,-0.588246,-0.370046,2.308603,6
-0.50597,0.984323,0,-0.35697,-0.19451,-0.145963,-0.106417,0.390187,-0.091054,0.349844,0.353939,0.416873,0.261822,-0.247311,0.734165,-0.995895,0.400632,-0.551773,-0.417918,5
-0.533384,1.210474,0,-0.35697,-0.19451,0.512741,-0.090468,-0.056094,-0.109405,0.637981,0.594957,0.743616,0.545979,-0.909163,1.228069,-1.169031,0.731986,-0.557638,-0.483049,5
1.262206,-0.877069,0,-0.35697,-0.19451,-0.372391,-0.1098,-0.194595,-0.125498,-0.843446,-0.886027,-0.79309,-0.853422,0.299445,-0.355841,0.302621,-0.826406,1.732798,-0.585816,2
1.550048,0.984323,0,2.410147,-0.19451,-0.495898,-0.11971,-0.194595,-0.111895,-0.614489,-0.619641,-0.742037,-0.4501,0.452919,-1.355007,1.84161,-0.637431,-0.221804,2.313929,6
-1.287258,-0.302995,0,-0.35697,-0.19451,-0.104794,-0.111039,-0.471596,-0.120208,-0.469937,-0.378622,-0.471454,-0.550932,1.210698,-0.395576,-0.54382,-0.50023,-0.103671,-0.078742,0
-1.23243,-0.824881,0,-0.35697,4.390359,2.180081,4.158583,1.498195,3.289802,-0.61643,-0.695751,-0.568457,-0.590651,-0.218529,-0.185524,0.533468,-0.598602,0.922117,-0.75092,2
1.015483,-0.129033,0,-0.35697,-0.19451,-0.495898,-0.120701,-0.548541,-0.139668,-0.919118,-0.91774,-0.902855,-0.929808,0.759867,-0.64537,0.331477,-0.93772,2.250665,-0.424518,4
-1.246137,-0.146429,0,-0.35697,-0.19451,-0.516483,-0.118637,-0.456207,-0.129843,-0.80561,-0.727464,-0.833933,-0.838144,1.364172,-0.849746,0.071773,-0.865236,0.503676,0.121299,0
0.151956,1.610586,0,2.410147,-0.19451,0.327481,-0.097701,0.082407,-0.089424,-0.575683,-0.610128,-0.711406,-0.373713,0.155562,-1.377716,2.178255,-0.572713,0.064746,2.360307,6
0.823588,-0.685711,0,-0.35697,-0.19451,-0.475314,-0.116367,-0.533152,-0.132359,-0.361278,-0.403993,-0.295321,-0.395102,-0.093835,0.143745,-0.149452,-0.321612,-0.099838,-0.531899,4
-0.889761,0.13191,0,-0.35697,-0.19451,-0.578236,-0.125326,-0.579319,-0.13866,-0.833745,-0.730635,-0.890092,-0.856477,1.613568,-1.059798,0.177578,-0.883357,0.676521,0.479944,0
-0.053646,-0.285599,0,-0.35697,-0.19451,-0.125376,-0.107818,2.975549,-0.045141,0.44395,0.474447,0.465373,0.384039,-0.084243,0.507079,-0.774671,0.449817,-0.763105,-0.414611,3
1.632289,-0.320391,0,-0.35697,-0.19451,1.500792,-0.017523,-0.25615,-0.126404,-0.375831,-0.391309,-0.336162,-0.40427,0.165153,-0.043596,-0.091744,-0.36303,-0.273287,-0.493519,4
0.165662,-0.320391,0,-0.35697,4.390359,3.271048,0.240779,7.976957,10.919395,0.151934,0.084383,0.194793,0.164046,-0.736504,0.410567,0.042918,0.175418,-0.223876,-0.658331,2
-1.684755,2.115075,0,-0.35697,-0.19451,-0.001871,-0.079078,0.205521,-0.084438,-0.8027,-0.759176,-0.877328,-0.746481,1.047632,-1.156309,0.908597,-0.883357,-1.033002,2.018686,6
-0.012526,-1.642502,0,-0.35697,-0.19451,-0.331223,-0.111452,-0.379264,-0.124742,2.39395,2.466,2.26756,2.449524,-1.292853,1.120205,-0.601535,2.277435,-1.144399,-0.587725,1
-0.108474,-0.23341,0,-0.35697,-0.19451,0.162803,-0.062511,-0.040704,-0.107827,-0.519415,-0.673552,-0.348926,-0.569265,-0.976309,0.711454,-0.226402,-0.375974,1.112061,-0.620146,2
1.056604,0.097117,0,-0.35697,-0.19451,-0.619405,-0.115171,0.282464,-0.075482,-0.910387,-0.867,-0.956461,-0.887032,1.133961,-1.054121,0.648893,-0.989493,-1.446861,0.169223,4
0.905829,-0.285599,0,-0.35697,-0.19451,0.059884,-0.093274,2.190691,-0.088972,-0.205085,-0.169319,-0.190661,-0.254551,0.491288,-0.071984,-0.370685,-0.215475,-0.505196,-0.332784,3
