@relation vehicle-weka.filters.unsupervised.attribute.Standardize

@attribute COMPACTNESS numeric
@attribute CIRCULARITY numeric
@attribute 'DISTANCE CIRCULARITY' numeric
@attribute 'RADIUS RATIO' numeric
@attribute 'PR.AXIS ASPECT RATIO' numeric
@attribute 'MAX.LENGTH ASPECT RATIO' numeric
@attribute 'SCATTER RATIO' numeric
@attribute ELONGATEDNESS numeric
@attribute 'PR.AXIS RECTANGULARITY' numeric
@attribute 'MAX.LENGTH RECTANGULARITY' numeric
@attribute 'SCALED VARIANCE_MAJOR' numeric
@attribute 'SCALED VARIANCE_MINOR' numeric
@attribute 'SCALED RADIUS OF GYRATION' numeric
@attribute 'SKEWNESS ABOUT_MAJOR' numeric
@attribute 'SKEWNESS ABOUT_MINOR' numeric
@attribute 'KURTOSIS ABOUT_MAJOR' numeric
@attribute 'KURTOSIS ABOUT_MINOR' numeric
@attribute 'HOLLOWS RATIO' numeric
@attribute class {0,1,2,3}

@data
-1.053921,-0.625897,-1.020107,-0.416492,0.419123,2.919364,-0.596759,0.520535,-0.610593,-0.619939,-0.497703,-0.622048,-0.60539,0.338965,-0.076666,0.380766,-0.800238,-0.622733,2
0.403367,0.022415,0.374811,0.121268,0.672665,0.311358,-0.356121,0.264505,-0.224811,0.620102,-0.497703,-0.423964,-0.543939,-0.729557,0.329975,-0.067101,0.497632,0.58714,3
0.767689,0.508649,0.818649,1.196788,0.799435,-0.340644,0.907227,-1.143665,0.932534,0.137864,0.871949,0.934327,0.777248,0.071835,0.126654,-0.179067,0.497632,-0.219442,2
0.767689,0.184493,1.389297,0.449899,-0.214731,0.094024,0.847068,-0.887634,0.932534,-0.06881,1.063063,0.781519,0.715797,0.071835,1.346575,0.044866,0.010931,0.183849,1
-0.932481,-1.436288,-0.322648,-0.117737,-0.214731,-0.340644,-0.566679,0.520535,-0.610593,-1.377742,-0.46585,-0.616389,-1.342796,-0.863122,-1.296586,2.17223,1.146566,0.990431,1
0.403367,-0.463819,1.199081,0.50965,-0.341502,0.094024,0.516191,-0.631603,0.546752,-0.68883,0.61713,0.40233,-0.205961,-0.729557,0.126654,3.179929,0.822099,1.393722,1
0.524807,-0.950053,-0.893296,-1.432261,-1.60921,-0.340644,-1.047955,1.288628,-0.996375,-0.413265,-0.784374,-1.012557,-1.250621,0.338965,-0.483306,-1.298732,-0.47577,-1.294885,3
1.01057,1.481118,1.135676,-0.177488,-1.102127,0.311358,1.328344,-1.27168,1.318316,1.72236,0.967506,1.296538,0.807973,0.472531,1.143255,1.612397,-0.313537,-0.085012,0
-0.568159,0.346571,0.057784,4.572725,9.039538,8.570043,-0.326042,0.264505,-0.224811,1.033449,1.28603,-0.429624,0.039841,3.277402,-1.296586,0.156833,-0.800238,-0.219442,3
-0.932481,0.508649,-0.449459,-0.984128,-0.468273,0.311358,-0.235802,0.264505,-0.224811,1.033449,-0.59326,-0.390007,0.316369,0.338965,-0.686626,-1.298732,-0.962471,-0.488303,3
-0.81104,-0.463819,-1.146918,-0.56587,0.292352,0.311358,-1.078035,1.160612,-0.996375,-0.413265,-1.007341,-0.995578,-0.482489,-0.729557,0.126654,-1.298732,0.659865,0.72157,3
-0.689599,-1.27421,-1.210323,-1.163381,-0.468273,-0.775311,-1.318673,1.672674,-0.996375,-1.239959,-1.516979,-1.188003,-0.912642,0.2054,1.549895,0.828632,-0.800238,-1.026024,1
-0.325277,-0.463819,-0.132432,-0.207363,0.545894,-0.12331,-0.626839,0.39252,-0.610593,-0.206592,-0.561407,-0.616389,-0.851192,-0.328861,-0.686626,-0.850866,0.010931,0.452709,3
-0.446718,-1.27421,-0.132432,0.061517,-0.468273,0.094024,-0.356121,0.136489,-0.224811,-1.102177,-0.529555,-0.378688,-1.834401,-1.664514,-0.686626,0.604699,1.957734,1.797013,1
-1.539684,-0.463819,-1.210323,-1.312759,-0.848585,-0.12331,-0.596759,0.648551,-0.610593,-0.206592,-0.720669,-0.678644,-0.08306,1.808184,0.126654,-0.626933,-1.611406,-1.832606,2
1.496333,0.670727,1.579513,0.748655,-0.595044,0.528691,1.358423,-1.27168,1.318316,0.895666,1.126768,1.302197,-0.08306,-0.729557,-1.296586,2.955996,0.497632,1.393722,0
-1.661125,-0.301741,-0.893296,-1.462136,-0.975356,-0.12331,-0.566679,0.520535,-0.610593,-0.206592,-0.561407,-0.627708,0.039841,1.674618,-0.483306,-0.514967,-1.611406,-1.698176,2
0.160485,0.022415,-0.132432,0.50965,0.03881,-0.340644,-0.145563,-0.119542,-0.224811,-0.206592,-0.019917,-0.191923,0.101292,-0.996688,0.939935,0.604699,1.633267,1.124861,0
1.132011,1.481118,1.579513,1.465668,0.292352,0.746025,1.599061,-1.399696,1.704098,1.791251,1.031211,1.630451,0.746523,-0.729557,-1.296586,0.604699,0.010931,0.58714,0
0.767689,0.184493,0.184595,-0.147612,0.292352,0.528691,-0.175643,0.136489,-0.224811,1.033449,-0.402146,-0.299454,-0.144511,-0.195296,2.363176,-1.410699,0.010931,0.049418,3
-0.325277,-0.787975,-0.386053,0.061517,0.672665,-0.340644,-0.596759,0.39252,-0.610593,-0.895504,-0.625112,-0.610729,-0.943368,-0.595992,-0.483306,0.492732,0.497632,0.58714,2
-0.446718,-0.301741,-0.639675,0.091392,-0.341502,-0.12331,-0.44636,0.136489,-0.610593,-0.275483,-0.46585,-0.452262,-0.513214,-1.530949,1.753215,-0.403,2.282202,1.797013,1
-0.082396,-1.436288,-1.146918,-0.117737,0.926206,-0.12331,-0.987796,1.032597,-0.996375,-0.826612,-0.879931,-0.910685,-1.465698,-0.729557,-0.889946,1.836331,0.659865,1.124861,3
1.253451,0.832805,0.882054,1.256539,0.419123,0.311358,0.546271,-0.759619,0.546752,0.551211,0.585278,0.492882,0.623621,-0.996688,-0.686626,-0.626933,0.984333,1.393722,1
0.039045,-0.139663,0.12119,1.405917,1.56006,-0.557978,0.456031,-0.759619,0.546752,-0.206592,0.61713,0.481563,-0.636115,0.071835,-0.483306,1.052565,1.146566,0.183849,2
-0.082396,-1.598366,-0.639675,0.091392,0.03881,-0.340644,-0.596759,0.39252,-0.610593,-1.653306,-0.625112,-0.59941,-1.527148,-1.397384,-0.279986,1.948297,2.282202,1.931443,0
1.496333,0.670727,1.516108,1.256539,0.292352,0.094024,1.177945,-1.143665,1.318316,0.688993,1.126768,1.160709,0.285643,-0.595992,-1.093266,1.276498,0.173164,0.856,1
-0.568159,-0.787975,-0.195837,-0.446368,0.292352,0.094024,-0.747158,0.648551,-0.610593,-0.619939,-0.656965,-0.72958,-0.789741,-0.195296,0.329975,-0.626933,-0.151303,0.183849,3
1.982095,1.805274,1.325892,1.615046,0.292352,-0.775311,2.441294,-1.911757,2.475662,1.446796,2.910501,2.76236,1.975534,1.674618,-0.483306,-0.7389,-0.800238,-1.698176,2
-1.053921,-1.436288,-0.259243,-0.595745,-0.848585,-0.340644,-0.656919,0.520535,-0.610593,-1.377742,-0.656965,-0.672984,-1.250621,-1.130253,0.736615,1.276498,1.3088,0.990431,0
-0.082396,-0.463819,-0.766486,-1.133505,-0.721814,-0.340644,-1.258513,1.544659,-0.996375,-0.206592,-1.039193,-1.131407,-0.697566,0.2054,-0.279986,-0.962833,0.010931,-0.757164,3
-0.81104,-0.950053,-0.512864,-0.506119,-0.468273,-0.557978,-0.5366,0.39252,-0.610593,-0.826612,-0.46585,-0.582432,-1.066269,-0.328861,-1.093266,2.284197,-0.313537,0.049418,1
-0.325277,0.022415,-0.449459,-0.446368,-0.595044,-0.557978,-0.566679,0.39252,-0.610593,-0.137701,-0.59326,-0.593751,0.162742,-0.863122,1.956535,-1.186766,0.659865,0.318279,0
-1.418243,-1.112132,-1.844377,-1.312759,-0.341502,-0.775311,-1.078035,1.288628,-0.996375,-1.377742,-1.166603,-1.023876,-0.881917,1.941749,-1.296586,-1.410699,-1.935873,-1.698176,0
1.617773,1.156962,1.199081,1.465668,0.292352,0.528691,0.997467,-1.015649,0.932534,1.10234,0.967506,0.962625,0.531446,-0.996688,2.159855,-1.186766,1.3088,1.393722,0
0.524807,-0.950053,-0.069026,0.659028,0.292352,0.094024,-0.085404,-0.119542,-0.224811,-0.68883,-0.147327,-0.140987,-1.342796,-1.397384,0.329975,0.716665,1.3088,1.259291,1
-1.053921,-0.787975,-0.639675,-0.894501,-0.341502,-0.775311,-1.108115,1.160612,-0.996375,-0.895504,-0.943636,-1.018217,-0.759016,-0.595992,-0.686626,-0.403,0.335398,-0.085012,1
0.524807,1.481118,1.389297,0.50965,-0.341502,0.311358,1.328344,-1.143665,1.318316,1.653469,1.094916,1.2739,1.299578,0.071835,-1.093266,1.500431,-0.47577,-0.085012,0
1.132011,1.481118,0.565027,0.300521,-0.595044,0.528691,1.538902,-1.27168,1.704098,1.515687,0.999359,1.511601,0.715797,-0.061731,-1.093266,2.17223,-0.47577,0.318279,0
-0.203837,-1.436288,-0.259243,-0.117737,-0.595044,-0.12331,-0.47644,0.264505,-0.610593,-1.377742,-0.625112,-0.514517,-1.557873,-1.664514,-0.483306,0.716665,2.282202,2.065873,1
1.982095,0.994884,1.389297,0.659028,-0.595044,0.746025,1.328344,-1.27168,1.318316,0.964558,1.190473,1.324836,0.469995,-0.595992,2.363176,-1.186766,0.335398,0.452709,1
-1.418243,0.022415,-0.893296,-0.894501,0.292352,-0.557978,-0.656919,0.648551,-0.610593,-0.344374,-0.625112,-0.678644,0.285643,1.006792,-1.296586,-1.298732,-1.286939,-1.563746,2
0.524807,-1.112132,-0.766486,-1.312759,-1.228898,-0.12331,-1.168274,1.544659,-0.996375,-0.619939,-1.007341,-1.114429,-1.312071,0.2054,-1.296586,0.044866,-0.47577,-1.429315,3
1.739214,0.994884,1.325892,0.838281,-0.214731,0.528691,1.268184,-1.27168,1.318316,0.826775,1.063063,1.251261,0.377819,-0.729557,0.126654,-1.074799,0.173164,0.58714,0
1.496333,1.481118,1.325892,-0.237239,-1.862752,-0.992645,2.351055,-1.783742,2.475662,1.240122,2.464568,2.558617,2.06771,1.674618,-0.483306,-0.179067,-1.286939,-1.698176,2
0.039045,0.022415,-0.069026,-0.087861,0.672665,0.094024,-0.717078,0.648551,-0.610593,-0.06881,-0.784374,-0.718261,0.132017,-0.863122,0.939935,0.156833,0.822099,0.856,3
0.281926,0.670727,1.008865,0.539526,-0.341502,-0.557978,1.328344,-1.27168,1.318316,0.275646,1.254178,1.358793,1.084501,0.606096,0.329975,1.724364,-0.151303,-0.891594,2
-0.082396,0.508649,0.12119,-0.56587,0.165581,0.528691,-0.386201,0.39252,-0.224811,1.171231,-0.561407,-0.486219,0.408545,0.071835,0.329975,0.268799,-0.638004,-0.085012,3
-0.689599,-0.787975,-0.259243,0.50965,1.433289,-0.557978,-0.326042,0.008474,-0.224811,-0.964395,-0.115474,-0.344731,-0.820467,0.071835,-1.093266,-0.179067,0.659865,0.183849,2
-1.175362,-0.950053,0.501622,0.330397,-0.214731,-0.340644,0.245473,-0.503588,0.16097,-1.171068,0.648983,0.164629,-0.912642,-0.195296,-0.483306,2.844029,0.173164,0.318279,0
-0.568159,-0.139663,-0.639675,-0.267114,0.545894,-0.340644,-0.747158,0.648551,-0.610593,-0.06881,-0.720669,-0.72392,-0.175236,-0.462426,0.939935,-1.298732,0.335398,0.318279,2
-0.082396,-1.27421,-0.576269,0.151143,0.799435,-0.340644,-0.5366,0.264505,-0.610593,-1.171068,-0.433998,-0.525836,-1.219895,-0.595992,-1.093266,1.052565,1.146566,1.259291,2
-0.568159,-0.139663,-0.766486,-0.954252,-0.468273,-0.557978,-0.987796,1.032597,-0.996375,-0.137701,-0.656965,-0.944642,-0.267412,0.739661,0.736615,-1.074799,-0.47577,-1.160455,3
1.01057,1.481118,1.516108,1.555294,0.799435,0.528691,1.147865,-1.143665,1.318316,1.10234,1.254178,1.121092,1.944809,-0.195296,-1.296586,1.500431,0.010931,0.58714,1
-1.904006,-1.436288,-1.400539,-1.581639,-0.721814,-0.557978,-1.378832,1.80069,-1.382157,-1.653306,-1.516979,-1.238939,-1.650049,0.739661,-0.686626,0.380766,-1.77364,-1.429315,0
-0.325277,-0.463819,-1.020107,0.001766,0.545894,-0.340644,-0.717078,0.39252,-0.610593,-0.551048,-0.625112,-0.650346,-0.482489,-0.729557,-0.483306,-1.410699,1.957734,1.528152,2
-1.175362,-1.598366,-1.844377,-1.402385,-0.595044,-0.992645,-1.58939,2.312751,-1.382157,-1.722197,-1.708093,-1.380428,-1.434972,0.472531,0.736615,1.612397,-0.962471,-0.757164,1
1.132011,0.184493,1.516108,1.196788,0.545894,0.311358,1.027546,-1.015649,0.932534,0.068973,0.903802,0.973944,1.084501,-0.328861,0.533295,-0.291034,0.335398,0.452709,1
0.767689,-0.625897,-0.449459,1.077286,1.179748,-0.775311,0.215394,-0.631603,0.16097,-0.68883,0.489721,0.221224,-0.728291,-0.061731,0.126654,0.716665,1.3088,0.183849,2
-0.325277,-0.463819,-0.069026,0.718779,0.926206,-0.775311,0.004836,-0.375572,-0.224811,-0.757721,-0.147327,-0.033456,-0.574664,-0.595992,-0.686626,1.164531,1.471033,1.124861,2
0.524807,0.022415,-0.386053,-0.087861,-0.214731,-0.340644,-0.356121,0.136489,-0.224811,0.000081,-0.147327,-0.390007,0.347094,-0.462426,1.346575,-0.291034,0.173164,0.049418,0
0.889129,0.994884,1.452703,1.286415,0.799435,0.311358,1.208025,-1.143665,1.318316,0.964558,1.063063,1.205985,1.514655,0.071835,-0.279986,1.164531,-0.47577,-0.085012,0
-0.446718,-1.436288,-0.259243,0.300521,0.292352,-0.12331,-0.356121,0.136489,-0.610593,-1.515524,-0.211031,-0.412645,-1.004818,-0.863122,-1.093266,0.828632,0.497632,0.318279,0
0.403367,0.508649,0.755243,0.868157,0.165581,0.094024,0.365792,-0.631603,0.16097,0.48232,0.362311,0.306117,0.43927,-1.130253,2.769816,-0.179067,1.633267,0.990431,0
-0.81104,-0.787975,-0.069026,-0.207363,0.799435,0.311358,-0.686998,0.648551,-0.610593,-0.619939,-0.688817,-0.695622,-0.543939,-0.328861,-1.296586,0.044866,0.010931,0.452709,3
-0.082396,-0.301741,-0.386053,-0.595745,-0.595044,-0.340644,-0.596759,0.39252,-0.610593,-0.344374,-0.529555,-0.593751,0.039841,-0.462426,1.549895,-1.410699,0.010931,-0.219442,1
1.617773,1.643196,1.008865,0.898032,-0.341502,-0.340644,2.140496,-1.783742,2.08988,1.377905,2.209749,2.411468,2.159885,1.006792,-0.686626,-1.298732,-0.47577,-1.563746,2
-0.203837,-1.27421,0.248,-0.057985,-0.214731,-0.340644,-0.326042,0.136489,-0.224811,-1.171068,-0.242884,-0.378688,-0.943368,-0.595992,0.533295,0.940598,0.173164,0.049418,1
-0.932481,-0.301741,-1.020107,-1.163381,-0.721814,-0.340644,-0.50652,0.39252,-0.610593,-0.413265,-0.370293,-0.565453,-0.052335,1.140357,-0.076666,0.156833,-1.286939,-1.429315,2
1.617773,1.805274,1.389297,1.85405,1.179748,0.528691,1.508822,-1.27168,1.704098,1.653469,1.190473,1.500281,1.299578,-0.195296,2.566496,-0.179067,0.010931,0.049418,1
-1.418243,-0.139663,-0.639675,-0.56587,0.292352,-0.340644,-0.44636,0.39252,-0.610593,-0.275483,-0.242884,-0.508857,0.070566,1.006792,-1.296586,0.380766,-0.962471,-1.160455,2
-1.539684,0.184493,-0.70308,-1.163381,-0.721814,-0.340644,-0.47644,0.39252,-0.610593,0.068973,-0.529555,-0.554134,0.50072,1.140357,-0.686626,0.156833,-1.449172,-1.294885,2
-1.418243,-0.139663,-0.639675,-0.984128,-0.08796,-0.340644,-0.656919,0.648551,-0.610593,-0.344374,-0.497703,-0.695622,0.254918,1.140357,-0.076666,0.492732,-1.286939,-1.429315,2
-0.082396,0.346571,0.184595,-0.177488,0.545894,0.528691,-0.386201,0.39252,-0.224811,0.688993,-0.529555,-0.48056,0.101292,0.2054,0.126654,0.268799,-0.962471,-0.085012,3
-0.446718,-1.436288,-0.512864,0.061517,-0.214731,-0.12331,-0.356121,0.136489,-0.610593,-1.377742,-0.370293,-0.412645,-1.588599,-1.530949,-0.076666,0.940598,1.3088,1.124861,1
2.103536,1.481118,1.325892,0.061517,-1.482439,0.528691,1.568982,-1.399696,1.704098,1.653469,1.222325,1.624791,0.807973,-0.462426,1.753215,-0.7389,0.173164,0.318279,0
1.132011,1.643196,1.135676,0.748655,0.03881,0.528691,1.298264,-1.27168,1.318316,1.860143,0.903802,1.279559,1.361028,0.071835,0.736615,0.156833,-0.313537,-0.219442,0
-0.568159,-0.787975,-1.52735,-0.954252,-0.468273,-0.340644,-1.408912,1.672674,-1.382157,-0.551048,-1.357717,-1.216301,-0.759016,-1.263818,0.126654,-0.962833,1.633267,1.393722,3
-0.81104,0.346571,-0.069026,-0.595745,0.03881,0.094024,-0.656919,0.520535,-0.610593,0.275646,-0.561407,-0.650346,0.193468,-0.061731,-1.296586,-0.7389,-0.151303,0.318279,3
-0.203837,0.184493,-0.195837,0.210895,0.292352,-0.12331,-0.205723,0.008474,-0.224811,0.068973,-0.179179,-0.248518,0.101292,-0.729557,-0.889946,-0.291034,0.335398,0.318279,0
-1.053921,-0.463819,-1.146918,-1.432261,-0.848585,-0.340644,-0.596759,0.648551,-0.610593,-0.137701,-0.688817,-0.661665,-0.08306,1.674618,-1.093266,-0.7389,-1.611406,-1.832606,2
-0.932481,0.184493,-0.766486,-0.595745,0.419123,-0.12331,-0.596759,0.520535,-0.610593,-0.137701,-0.59326,-0.616389,0.316369,0.606096,-0.076666,-0.7389,-0.962471,-1.026024,2
0.889129,1.805274,1.135676,-0.02811,-0.848585,0.528691,1.358423,-1.27168,1.318316,1.860143,0.967506,1.364452,1.514655,0.2054,-0.889946,-1.074799,-0.638004,-0.488303,0
0.039045,-0.950053,0.438217,0.748655,0.03881,0.094024,0.095075,-0.375572,0.16097,-0.895504,0.07564,0.02314,-1.650049,-1.263818,-0.483306,1.164531,1.957734,1.797013,0
-0.932481,-1.27421,-0.829891,-0.56587,0.165581,-0.12331,-0.927636,0.904582,-0.996375,-0.964395,-0.816226,-0.882387,-1.557873,-0.195296,-1.093266,-0.7389,0.010931,-0.085012,3
-0.446718,-0.625897,-0.70308,0.001766,0.799435,-0.340644,-0.566679,0.39252,-0.610593,-0.68883,-0.433998,-0.588091,-0.543939,-0.195296,-0.686626,0.604699,0.497632,0.183849,2
1.253451,0.670727,0.438217,-0.02811,-0.975356,-0.992645,1.298264,-1.27168,1.318316,0.344537,1.572701,1.370112,0.715797,0.739661,-1.093266,1.164531,0.173164,-0.891594,2
-0.568159,-1.436288,-0.639675,-0.83475,-0.721814,-0.340644,-0.927636,0.904582,-0.996375,-1.515524,-0.816226,-0.871068,-1.373522,-0.061731,-1.093266,-1.298732,-0.313537,-0.488303,0
-0.446718,-0.950053,0.248,0.001766,0.03881,-0.340644,-0.205723,0.008474,-0.224811,-1.171068,0.171197,-0.293795,-0.851192,0.2054,-1.093266,1.052565,-0.638004,-0.622733,0
-1.175362,-0.139663,-0.322648,-0.56587,-0.341502,-0.775311,-0.50652,0.39252,-0.610593,-0.344374,-0.433998,-0.542815,0.070566,0.606096,0.329975,-1.186766,-0.962471,-1.160455,1
1.253451,1.967352,1.325892,1.405917,0.926206,0.528691,1.508822,-1.399696,1.704098,1.929034,1.254178,1.51726,1.361028,0.071835,-0.483306,-1.074799,-0.47577,0.049418,0
-1.296803,-0.139663,-0.893296,-0.745123,-0.08796,-0.12331,-0.656919,0.520535,-0.610593,-0.344374,-0.59326,-0.650346,0.162742,0.2054,-1.093266,-1.298732,-0.638004,-0.622733,2
-1.053921,-0.950053,-1.590756,-1.282883,-0.721814,-0.557978,-1.64955,2.184736,-1.382157,-0.895504,-1.739945,-1.386087,-0.912642,-1.130253,2.159855,-0.626933,1.3088,0.856,3
0.646248,1.643196,1.199081,1.107161,0.03881,0.963359,1.599061,-1.399696,1.704098,2.204598,1.158621,1.596494,1.176677,-0.195296,-0.889946,-1.074799,-0.47577,0.049418,0
-0.689599,-0.139663,0.184595,-0.894501,-0.721814,0.528691,-0.356121,0.264505,-0.224811,0.48232,-0.402146,-0.435283,0.009116,0.472531,-0.279986,0.380766,-0.800238,-0.085012,3
0.767689,0.832805,-0.069026,0.838281,0.672665,-0.557978,0.516191,-0.887634,0.546752,0.688993,0.553426,0.51552,0.715797,0.2054,-0.076666,-1.298732,1.3088,0.318279,2
-1.539684,-0.139663,-0.639675,-0.894501,-0.214731,-0.557978,-0.47644,0.39252,-0.610593,-0.137701,-0.274736,-0.525836,0.101292,1.140357,-1.093266,0.268799,-1.124705,-1.294885,2
-0.932481,-0.625897,-1.020107,-1.073754,-0.721814,-0.557978,-0.987796,1.032597,-0.996375,-0.826612,-1.071045,-0.938983,-0.390313,0.2054,-0.279986,0.156833,-0.962471,-0.891594,1
-0.082396,-0.625897,-0.195837,-0.29699,0.165581,-0.12331,-0.747158,0.648551,-0.610593,0.137864,-0.752522,-0.740899,-1.250621,-0.729557,-0.483306,-0.403,0.984333,0.990431,3
1.617773,1.481118,1.008865,1.226663,0.545894,0.528691,1.478742,-1.27168,1.318316,1.446796,1.031211,1.494622,1.268852,-0.195296,1.549895,-1.410699,-0.151303,0.183849,1
0.039045,-1.598366,-1.020107,-0.655496,0.03881,0.094024,-1.138194,1.160612,-0.996375,-1.446633,-0.943636,-1.029536,-1.834401,-0.863122,0.329975,-0.626933,1.146566,0.72157,3
1.374892,1.481118,1.516108,1.376041,0.799435,0.311358,1.177945,-1.143665,1.318316,1.240122,0.903802,1.132411,1.330303,-0.462426,1.549895,1.164531,0.010931,0.452709,1
-0.932481,-0.625897,-1.146918,-0.625621,-0.08796,-0.775311,-0.566679,0.520535,-0.610593,-0.68883,-0.752522,-0.60507,-0.052335,1.006792,-0.279986,-0.514967,-1.124705,-1.429315,1
-1.053921,-1.598366,-2.224809,-1.760892,-0.848585,-1.209979,-1.559311,2.05672,-1.382157,-1.791089,-1.67624,-1.340811,-1.096994,2.20888,-0.279986,-0.403,-1.449172,-1.563746,3
-1.053921,-1.922522,-2.668647,-1.611514,-0.595044,-1.209979,-1.709709,2.568782,-1.382157,-1.997762,-1.867355,-1.448342,-1.465698,1.808184,1.143255,0.940598,-1.286939,-1.698176,1
-1.539684,-0.139663,-0.893296,-1.462136,-1.102127,-0.557978,-0.5366,0.520535,-0.610593,-0.06881,-0.59326,-0.60507,0.101292,1.808184,-0.483306,-0.850866,-1.611406,-1.698176,2
0.767689,1.156962,1.389297,0.599277,-0.341502,0.311358,1.177945,-1.143665,1.318316,1.033449,0.999359,1.14373,0.685072,-0.328861,-1.093266,1.052565,-0.313537,0.318279,1
-0.082396,-0.463819,-1.146918,-0.326865,0.799435,0.094024,-1.047955,1.032597,-0.996375,-0.413265,-0.816226,-0.97294,-0.144511,-0.195296,0.126654,0.044866,0.497632,0.72157,3
-0.446718,0.508649,-0.259243,-1.043879,-0.721814,0.528691,-0.265882,0.264505,-0.224811,1.309013,-0.625112,-0.418305,0.316369,0.472531,-1.093266,0.156833,-1.124705,-0.488303,3
0.281926,-1.27421,-0.512864,0.898032,1.56006,-0.775311,-0.115483,-0.247557,-0.224811,-1.377742,-0.019917,-0.118349,-1.18917,-0.061731,-1.093266,-1.074799,1.146566,0.58714,2
-1.053921,0.022415,-1.083512,-1.223132,-0.721814,-0.12331,-0.5366,0.520535,-0.610593,-0.206592,-0.59326,-0.610729,0.347094,1.140357,-1.093266,-0.291034,-1.611406,-1.563746,2
0.767689,1.643196,1.199081,0.599277,-0.595044,0.311358,1.599061,-1.399696,1.704098,1.997925,1.158621,1.64743,1.115226,-0.195296,0.126654,0.492732,-0.151303,0.183849,0
-1.782565,0.346571,-0.512864,-0.83475,-0.08796,-0.340644,-0.47644,0.264505,-0.610593,0.068973,-0.433998,-0.514517,0.746523,0.606096,-0.076666,-0.291034,-0.962471,-0.891594,2
-0.568159,-1.436288,-0.322648,0.091392,0.03881,-0.12331,-0.356121,0.136489,-0.610593,-1.584415,-0.46585,-0.412645,-1.496423,-1.263818,-0.279986,1.052565,1.471033,1.259291,0
-0.082396,0.022415,-0.576269,-0.147612,-0.341502,-0.340644,-0.295962,0.136489,-0.224811,-0.137701,-0.211031,-0.344731,0.408545,-0.996688,0.939935,0.268799,0.984333,0.72157,0
-1.053921,-0.463819,-1.463945,-1.10363,-0.468273,-0.340644,-0.596759,0.648551,-0.610593,-0.275483,-0.720669,-0.678644,-0.08306,1.407488,0.329975,-0.962833,-1.611406,-1.832606,2
0.889129,1.643196,1.642919,1.764423,0.926206,0.746025,1.388503,-1.27168,1.318316,1.377905,1.28603,1.381431,1.207402,-0.195296,-0.889946,0.380766,-0.151303,0.452709,1
-1.053921,0.346571,-0.449459,-1.432261,-1.102127,0.094024,-0.356121,0.39252,-0.224811,1.171231,-0.656965,-0.463581,0.039841,0.606096,-1.093266,-0.626933,-1.124705,-0.622733,3
-0.082396,-0.625897,-0.449459,-1.342634,-1.355668,-0.340644,-0.867477,1.032597,-0.996375,-0.482157,-0.784374,-0.882387,-0.789741,0.606096,-0.279986,0.268799,-0.800238,-1.429315,3
0.160485,-1.436288,-0.576269,0.659028,1.433289,-0.557978,-0.386201,0.008474,-0.610593,-1.515524,-0.147327,-0.373028,-1.557873,-0.195296,-0.889946,0.716665,1.633267,1.124861,2
-0.325277,-0.950053,0.057784,0.210895,-0.341502,-0.340644,0.004836,-0.247557,-0.224811,-1.102177,0.043788,-0.078732,-1.004818,-0.729557,-1.296586,1.276498,0.497632,0.452709,1
1.132011,1.643196,1.325892,1.256539,0.419123,0.528691,1.298264,-1.27168,1.318316,1.171231,1.28603,1.319176,2.282787,-0.061731,-0.279986,0.380766,-0.151303,0.049418,0
-1.053921,-1.760444,-1.844377,-1.253008,-0.468273,-0.557978,-1.58939,2.184736,-1.382157,-1.85998,-1.644388,-1.374768,-1.465698,-0.328861,-0.686626,0.828632,-0.638004,-0.891594,1
0.160485,-1.112132,-1.020107,-1.282883,-1.228898,-0.12331,-1.078035,1.416643,-0.996375,-0.551048,-0.975488,-1.057833,-1.066269,0.739661,0.939935,-0.514967,-0.800238,-1.698176,3
1.253451,2.12943,1.325892,1.824174,0.926206,0.528691,1.508822,-1.399696,1.704098,1.929034,1.349735,1.562536,2.190611,-0.195296,0.126654,-0.962833,-0.313537,0.049418,0
-1.175362,-0.139663,-0.132432,-0.864625,-0.468273,0.528691,-0.386201,0.39252,-0.224811,0.620102,-0.720669,-0.514517,0.039841,0.2054,-0.279986,0.492732,-0.962471,-0.353873,3
0.039045,-0.301741,-0.893296,0.031641,0.672665,-0.557978,-0.807317,0.648551,-0.996375,-0.413265,-0.784374,-0.735239,0.070566,-0.996688,0.736615,-0.514967,1.471033,0.990431,2
-0.082396,0.346571,0.184595,-0.237239,0.419123,0.746025,-0.416281,0.264505,-0.610593,0.620102,-0.306588,-0.486219,0.101292,0.472531,-0.889946,-0.403,-0.800238,0.049418,3
2.224977,0.832805,1.76973,0.50965,-0.721814,0.528691,1.358423,-1.27168,1.318316,0.757884,1.381587,1.336155,0.869424,-0.195296,2.363176,1.612397,0.335398,0.856,1
-0.325277,-1.436288,-0.322648,-0.356741,-0.721814,-0.340644,-0.416281,0.136489,-0.610593,-1.515524,-0.370293,-0.446602,-1.588599,-0.996688,0.329975,0.268799,0.984333,0.72157,1
-0.203837,-0.301741,-0.829891,-0.326865,-0.721814,-0.340644,-0.596759,0.39252,-0.610593,-0.344374,-0.59326,-0.60507,-0.205961,-1.263818,1.549895,0.604699,1.471033,0.990431,0
0.646248,0.508649,1.389297,0.808406,0.165581,0.311358,0.967387,-1.015649,0.932534,0.275646,1.031211,0.928667,0.746523,0.071835,0.329975,-0.962833,-0.151303,0.183849,1
