@relation biodeg-weka.filters.unsupervised.attribute.Standardize

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Class {0,1}

@data
-0.233388,0.694077,-0.489991,-0.166611,0.437173,-0.27012,-0.740035,-1.318354,-0.700936,0.673755,0.180658,-1.87598,-0.477349,0.52188,-0.230845,-0.141417,0.488181,1.091261,-0.083798,-0.23288,-0.13479,-1.438097,-0.293552,-0.203523,-0.416367,-0.156756,-0.480432,-0.168594,-0.165039,0.954489,0.15294,-0.201625,-0.581014,0.758629,3.213063,-0.473428,1.569132,1.20484,-0.471416,-0.160469,-0.32297,1
-2.502475,-0.752318,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,-1.015972,-0.461072,0.256124,-1.44799,-0.446109,-2.723637,-0.814479,-0.350631,0.029653,-0.083798,-0.23288,-0.13479,0.541882,-0.293552,-0.203523,2.39945,-0.156756,-2.642894,-3.610394,-0.165039,-0.738113,-0.458524,-0.201625,-0.581014,-0.560635,-0.76462,-0.35138,0.14715,-0.629368,-0.688004,-0.160469,0.123601,1
-0.876997,-0.007347,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.712034,0.317642,0.673755,-0.461072,0.256124,-1.418888,0.137737,-1.20858,-0.365771,0.509689,1.091261,-0.083798,-0.23288,-0.13479,-2.526566,-0.293552,-0.203523,-0.416367,-0.156756,-1.254319,-1.584325,-0.165039,-0.738113,-0.440399,-0.201625,-0.581014,-0.560635,1.62199,-0.816565,1.810278,-0.629368,-1.329718,-0.160469,-0.32297,1
-0.876997,-0.027316,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-1.52613,0.317642,0.110513,-0.461072,0.256124,-0.965238,0.137737,-1.20858,-0.590125,0.552705,0.825859,-0.083798,-0.23288,-0.13479,-1.54176,-0.293552,-0.203523,2.39945,-0.156756,-1.254319,-1.527696,-0.165039,-0.738113,-0.440399,-0.201625,-0.581014,-0.560635,0.826453,-0.339375,1.320207,-0.629368,-0.588164,-0.160469,0.123601,1
-1.039728,-0.145804,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.482387,-0.191647,-0.452729,-0.461072,0.256124,-1.523313,0.137737,-1.273188,-0.814479,-0.479679,1.091261,-0.083798,-0.23288,-0.13479,-1.158204,-0.293552,-0.203523,-0.416367,-0.156756,-1.386986,-1.395561,-0.165039,-0.738113,-0.293972,-0.201625,-0.581014,-0.120881,0.030917,-0.841575,-0.090884,0.287736,-1.349042,-0.160469,-0.32297,1
-1.921033,-0.47769,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.865132,-0.191647,0.110513,-0.461072,0.256124,-1.473669,0.298009,-1.913884,-0.590125,0.122545,1.356663,-0.083798,-0.23288,-0.13479,-2.225941,-0.293552,-0.203523,-0.416367,-0.156756,-1.829207,-1.546572,-0.165039,-0.738113,-0.086017,-0.201625,-0.581014,-0.120881,1.62199,-0.98063,0.94682,0.287736,-1.473842,-0.160469,-0.32297,1
-2.502475,-0.136541,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.700936,0.110513,-0.461072,0.256124,-1.860555,-0.446109,-2.723637,-0.814479,1.649613,0.26188,-0.083798,-0.23288,-0.13479,-0.702084,-0.293552,-0.203523,-0.416367,-0.156756,-2.642894,-4.541631,-0.165039,0.742314,-0.458524,-0.201625,-0.581014,-0.560635,-0.76462,-0.700518,3.020674,-0.629368,-1.195256,-0.160469,-0.32297,1
-0.999502,-0.101175,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.541928,0.317642,0.110513,-0.461072,-0.593599,0.469325,2.253066,0.071735,-0.365771,-0.845316,0.328231,-0.083798,-0.23288,-0.13479,-0.474024,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,0.007586,-0.165039,0.13059,2.546808,-0.201625,-0.581014,-0.560635,0.030917,-0.589474,-0.790984,-0.629368,-0.332928,-0.160469,-0.32297,1
-0.586276,0.289053,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.520057,0.317642,1.236998,-0.461072,-0.116767,0.89045,2.764408,0.308631,0.30729,-0.630236,0.328231,-0.083798,-0.23288,-0.13479,-0.681351,-0.293552,-0.203523,-0.416367,-0.156756,-0.564454,0.007586,-0.165039,0.217932,3.30613,-0.201625,-0.581014,-0.560635,0.826453,-0.534452,-0.526502,-0.629368,-0.110703,-0.160469,-0.32297,1
-1.431013,0.010215,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.62455,-0.191647,-0.452729,-0.461072,-0.176533,-2.004354,-0.686516,-1.743749,-0.814479,0.187069,1.323488,-0.083798,-0.23288,-0.13479,-1.303334,-0.293552,-0.203523,-0.416367,-0.156756,-2.138761,-4.082305,-0.165039,0.037113,-0.795735,-0.201625,-0.581014,-0.120881,0.826453,-0.637493,1.72471,0.287736,-1.203308,-0.160469,-0.32297,1
-0.750835,0.584491,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.859059,0.317642,0.673755,-0.461072,-0.046606,-0.580063,0.726671,-0.477433,-0.141417,-0.135551,0.527282,-0.083798,-0.23288,-0.13479,-1.064907,-0.293552,-0.203523,-0.416367,-0.156756,-0.81652,-0.156009,-0.165039,0.123613,0.354695,-0.201625,-0.581014,-0.560635,-0.76462,-0.563464,0.064694,-0.629368,-0.659018,-0.160469,-0.32297,1
-0.732551,0.186203,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,0.317642,0.110513,-0.461072,0.239233,0.784313,2.802568,0.132036,0.082937,-0.866824,0.228705,-0.083798,-0.23288,-0.13479,-0.37036,-0.293552,-0.203523,-0.416367,-0.156756,-0.728076,0.007586,-0.165039,0.221883,3.191659,-0.201625,-0.581014,-0.560635,-0.76462,-0.55246,-1.019684,-0.629368,-0.187194,-0.160469,-0.32297,1
-1.120179,0.532525,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.700936,0.110513,-0.461072,-1.018461,-1.552415,-0.482997,-1.443322,-0.365771,0.724769,0.26188,-0.083798,-0.23288,-0.13479,-0.950877,-0.293552,-0.203523,-0.416367,-0.156756,-1.625785,2.801297,-0.165039,0.039467,-0.537222,-0.201625,-0.581014,-0.560635,0.030917,-0.522448,2.138547,-0.629368,-0.960954,-0.160469,-0.32297,1
-0.798374,0.466364,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.172636,-0.734133,0.794087,-0.837084,0.082937,-0.329123,0.26188,-0.083798,-0.23288,-0.13479,-0.59842,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,0.297025,-0.165039,0.131599,0.236886,-0.201625,-0.581014,-0.560635,-0.76462,-0.495437,0.111367,-0.629368,-0.724237,-0.160469,-0.32297,1
-0.253501,1.101026,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.027956,-0.191647,0.110513,-0.461072,0.318489,-0.662233,0.618551,-0.506506,0.531644,-0.200075,-0.003522,-0.083798,-0.23288,-0.13479,-0.163032,-0.293552,-0.203523,-0.416367,-0.156756,-0.582143,0.309609,-0.165039,0.147235,0.030361,-0.201625,-0.581014,-0.560635,-0.76462,-0.389395,0.399186,-0.629368,-0.54066,-0.160469,-0.32297,1
-0.251672,0.693717,-0.489991,-0.166611,1.294455,-0.27012,-0.740035,-1.52613,-0.700936,0.110513,0.822387,-1.026257,-0.222278,0.97471,-0.117782,-0.365771,0.101037,1.389838,-0.083798,-0.23288,-0.13479,-1.396631,-0.293552,-0.203523,-0.416367,-0.156756,-0.520232,-0.042751,-0.165039,0.120755,0.658519,-0.201625,-0.581014,0.758629,4.804136,-0.486433,0.837916,3.039048,-0.391705,-0.160469,-0.32297,1
-0.251672,-2.725352,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.323216,0.826931,5.742937,-0.461072,-0.998972,2.681086,-0.214606,1.85707,4.345662,-0.522695,0.19553,-0.083798,-0.23288,-0.13479,-0.681351,0.959439,-0.203523,-0.416367,-0.156756,1.146941,0.007586,-0.165039,2.489809,4.008217,-0.201625,-0.581014,-0.560635,-0.76462,-0.338374,-0.871885,-0.629368,0.97546,-0.160469,-0.32297,1
-1.610199,-0.410327,-0.489991,-0.166611,0.008532,-0.27012,-0.740035,-0.410701,-0.191647,-1.015972,-0.140207,0.256124,-0.658809,1.235469,-1.137511,-0.814479,-0.952856,0.328231,-0.083798,-0.23288,-0.13479,-0.059368,-0.293552,-0.203523,-0.416367,-0.156756,-1.311808,-0.130841,-0.165039,-0.738113,0.676167,-0.201625,-0.581014,-0.120881,-0.76462,-0.67851,-0.713196,0.287736,-0.81522,-0.160469,-0.32297,1
-3.259447,-0.670158,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,-1.015972,-0.461072,0.256124,-2.389529,-0.550412,-3.600153,-0.814479,-0.329123,0.693158,-0.083798,-0.23288,-0.13479,0.666278,-0.293552,-0.203523,-0.416367,-0.156756,-3.545025,5.777479,-0.165039,-0.738113,-0.636907,-0.201625,-0.581014,-0.120881,-0.76462,-0.717525,1.464895,0.287736,-1.324887,-0.160469,-0.32297,1
-0.769119,0.693356,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.140207,-0.327249,-0.821439,0.706319,-0.945841,-0.141417,0.294609,0.427756,-0.083798,-0.23288,-0.13479,-0.349627,-0.293552,-0.203523,-0.416367,-0.156756,-0.953609,-0.552414,-0.165039,0.119158,-0.068847,-0.201625,-0.581014,-0.120881,-0.76462,-0.47743,1.010607,0.287736,-0.613124,-0.160469,-0.32297,1
-0.516795,1.262218,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-0.552863,0.826931,0.673755,-0.461072,0.256124,2.278792,3.751476,1.057007,1.204706,-0.995872,0.295055,-0.083798,-0.23288,-0.13479,-0.287429,-0.293552,-0.203523,-0.416367,-0.156756,-0.418521,0.007586,-0.165039,-0.738113,3.799308,-0.201625,-0.581014,-0.560635,-0.76462,0.020768,-1.456858,-0.629368,0.560802,-0.160469,-0.32297,1
-0.346751,-0.233497,-0.489991,-0.166611,0.008532,-0.27012,-0.290561,0.55163,-0.191647,-0.452729,0.180658,0.20935,-0.436264,0.140281,-0.2933,-0.590125,-0.329123,-0.202573,-0.083798,-0.23288,-0.13479,0.261989,-0.08472,-0.203523,-0.416367,-0.156756,-0.179722,0.095676,-0.165039,0.144713,-0.17664,-0.201625,0.076679,0.758629,0.030917,-0.319367,-0.117332,0.287736,-0.356278,-0.160469,-0.32297,1
-0.518624,-0.236624,-0.489991,-0.166611,0.437173,-0.27012,-0.290561,0.45321,-0.191647,-1.015972,0.180658,0.256124,-0.857389,-0.287109,-0.674487,-0.814479,-0.737776,-0.136223,-0.083798,-0.23288,-0.13479,0.189425,-0.08472,-0.203523,-0.416367,-0.156756,-0.352188,0.278148,-0.165039,-0.738113,-0.566317,-0.201625,-0.581014,-0.120881,0.826453,-0.364385,-0.64163,0.287736,-0.64372,-0.160469,-0.32297,1
-0.341266,0.23432,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,0.639114,-0.700936,0.110513,-0.461072,0.256124,-0.773506,-0.605108,-0.4279,0.082937,0.187069,-0.401625,-0.083798,-0.23288,-0.13479,-0.163032,-0.08472,-0.203523,-0.416367,-0.156756,-0.179722,0.303317,-0.165039,-0.738113,-0.762825,-0.201625,0.734371,-0.560635,0.826453,-0.267346,0.557876,-0.629368,-0.504427,-0.160469,-0.32297,1
-0.485712,-0.206311,-0.489991,-0.166611,-0.420109,-0.27012,-0.290561,0.55163,-0.191647,-0.452729,-0.461072,0.256124,-0.669081,0.074137,-0.588343,-0.365771,-0.565711,-0.36845,-0.083798,-0.23288,-0.13479,0.137593,-0.08472,-0.203523,-0.416367,-0.156756,-0.294699,-0.149717,-0.165039,-0.738113,-0.301603,-0.201625,0.076679,-0.560635,-0.76462,-0.344377,-0.753646,-0.629368,-0.564815,-0.160469,-0.32297,1
-0.321153,0.060618,-0.489991,-0.166611,0.008532,-0.27012,0.158914,0.201691,-0.700936,-0.452729,0.180658,0.256124,-0.636555,-0.208246,-0.329911,-0.365771,-0.329123,0.029653,-0.083798,-0.23288,-0.13479,-0.121567,-0.08472,-0.203523,-0.416367,-0.156756,-0.0957,-0.149717,-0.165039,-0.738113,-0.536268,-0.201625,0.734371,0.318874,0.826453,-0.275349,-0.378703,0.287736,-0.473026,-0.160469,-0.32297,1
-0.518624,-0.045841,-0.489991,-0.166611,-0.420109,-0.27012,-0.290561,1.41554,-0.700936,-0.452729,-0.461072,0.256124,-0.770082,-0.287109,-0.674487,-0.365771,-0.329123,-0.899254,-0.083798,-0.23288,-0.13479,0.541882,-0.08472,-0.203523,-0.416367,-0.156756,-0.352188,0.290733,-0.165039,0.103018,-0.566317,-0.201625,-0.581014,-0.560635,-0.76462,-0.32637,0.038246,-0.629368,-0.523751,-0.160469,-0.32297,1
-0.092599,-0.065569,-0.489991,-0.166611,-0.420109,-0.27012,-0.290561,1.098409,-0.191647,-0.452729,-0.461072,0.413336,-0.598893,-0.208246,-0.318066,-0.365771,-0.458171,-0.700202,-0.083798,-0.23288,-0.13479,0.49005,-0.08472,-0.203523,-0.416367,-0.156756,-0.0957,-0.149717,-0.165039,0.156734,-0.481418,-0.201625,-0.581014,-0.560635,-0.76462,-0.266346,-0.120444,-0.629368,-0.400562,-0.160469,-0.32297,1
0.529069,-0.122467,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,0.114207,0.317642,1.236998,-0.461072,-0.967789,0.661057,1.259637,0.535836,1.877768,-0.264599,-0.069872,-0.083798,-0.23288,-0.13479,-0.339261,-0.08472,-0.203523,-0.416367,-0.156756,0.598587,0.007586,-0.165039,1.27006,0.646118,-0.201625,-0.581014,-0.560635,-0.76462,-0.124289,-0.195121,-0.629368,0.086561,6.10971,-0.32297,1
0.534555,-0.179486,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,-0.071698,1.33622,1.236998,-0.461072,-0.897629,1.167776,1.692116,0.922407,2.326476,-0.587219,0.029653,-0.083798,-0.23288,-0.13479,-0.297795,-0.08472,-0.203523,-0.416367,-0.156756,0.62512,0.007586,-0.165039,1.375222,1.507033,-0.201625,-0.581014,-0.560635,-0.76462,-0.123289,-0.573175,-0.629368,0.250814,6.10971,-0.32297,1
0.108529,0.261747,-0.489991,-0.166611,0.008532,-0.27012,0.158914,0.45321,-0.700936,1.236998,0.180658,-1.163979,0.010539,-0.117934,0.213873,0.980352,1.197945,-0.136223,-0.083798,2.916972,-0.13479,-0.411825,-0.08472,-0.203523,-0.416367,-0.156756,0.275766,0.039047,-0.165039,1.833616,-0.264877,-0.201625,0.076679,0.318874,0.030917,-0.069267,1.464895,0.287736,0.059991,-0.160469,-0.32297,1
0.435819,0.556944,-0.489991,-0.166611,-0.420109,-0.27012,1.057862,0.201691,-0.700936,1.80024,-0.461072,-1.421235,-0.045953,-0.288381,0.365702,1.42906,1.262469,-0.136223,-0.083798,-0.23288,-0.13479,-0.950877,-0.08472,-0.203523,-0.416367,-0.156756,0.563209,0.039047,-0.165039,0.128825,-0.498588,-0.201625,1.392064,-0.560635,2.417526,-0.084273,1.637586,-0.629368,-0.074471,-0.160469,-0.32297,1
-0.518624,-0.006024,-0.489991,-0.166611,0.437173,-0.27012,-0.290561,1.831092,-0.700936,-1.015972,0.180658,0.256124,-0.735844,-0.287109,-0.674487,-0.814479,-0.501187,-0.965604,-0.083798,-0.23288,-0.13479,1.018735,-0.08472,-0.203523,-0.416367,-0.156756,-0.352188,0.297025,-0.165039,-0.738113,-0.566317,-0.201625,-0.581014,-0.120881,-0.76462,-0.282352,-0.058213,0.287736,-0.431158,-0.160469,-0.32297,1
-0.674041,-1.100925,-0.489991,-0.166611,0.008532,-0.27012,-0.740035,-0.771575,-0.700936,-1.015972,0.180658,0.256124,-1.268242,-0.697964,-0.812317,-0.814479,-0.931348,0.593633,-0.083798,-0.23288,-0.13479,-0.764282,-0.08472,-0.203523,-0.416367,-0.156756,-0.506966,-0.395111,-0.165039,-0.738113,-0.807659,-0.201625,-0.581014,0.318874,0.826453,-0.775548,-1.128588,0.287736,-1.245176,-0.160469,-0.32297,1
0.578437,-0.983038,-0.489991,-0.166611,-0.420109,0.661177,-0.740035,-0.21386,0.317642,0.110513,-0.461072,2.166052,0.096134,0.747023,0.572447,-0.141417,-0.651744,0.129179,-0.083798,-0.23288,-0.13479,-0.308161,-0.08472,-0.203523,-0.416367,-0.156756,0.090033,0.001294,-0.165039,0.148748,0.577436,1.351032,-0.581014,-0.560635,0.030917,-0.489434,-0.428488,-0.629368,-0.299916,-0.160469,-0.32297,1
0.015279,-0.127038,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,0.868762,-0.700936,-0.452729,-0.461072,0.256124,-0.455095,0.140281,-0.228692,-0.141417,-0.565711,-0.567501,-0.083798,-0.23288,-0.13479,0.531515,-0.08472,-0.203523,-0.416367,-0.156756,0.067922,0.095676,-0.165039,-0.738113,-0.358362,-0.201625,0.076679,-0.560635,0.030917,-0.257342,-0.27291,-0.629368,-0.39412,-0.160469,-0.32297,1
0.108529,-0.73668,-0.489991,-0.166611,-0.420109,-0.27012,0.158914,1.907641,-0.700936,-1.015972,-0.461072,0.256124,-0.107581,-1.718104,0.018972,-0.814479,-0.845316,-1.231006,-0.083798,-0.23288,-0.13479,1.008369,0.124111,-0.203523,-0.416367,-0.156756,0.275766,-0.004998,-0.165039,-0.738113,-0.264877,-0.201625,-0.581014,-0.560635,-0.76462,-0.207322,-0.955897,-0.629368,-0.162234,-0.160469,-0.32297,1
-0.876997,-0.112122,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.771575,-0.700936,0.673755,-0.461072,-0.453278,-1.252835,-0.621644,-0.937226,-0.365771,1.326993,0.494107,-0.083798,-0.23288,-0.13479,-1.42773,-0.08472,-0.203523,-0.416367,-0.156756,-0.445055,0.970284,-0.165039,0.085617,-0.816721,-0.201625,-0.581014,-0.560635,-0.76462,-0.454421,0.859697,-0.629368,-0.857088,-0.160469,-0.32297,1
-0.674041,-0.241436,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,0.507888,-0.700936,-0.452729,-0.140207,0.187263,-0.990916,-0.697964,-0.812317,-0.365771,0.058021,-0.103048,-0.083798,-0.23288,-0.13479,0.11686,-0.08472,-0.203523,-0.416367,-0.156756,-0.506966,-0.508369,-0.165039,0.120503,-0.807659,-0.201625,-0.581014,0.318874,0.030917,-0.395397,0.279391,0.287736,-0.661434,-0.160469,-0.32297,1
-1.431013,-1.149162,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.837188,-0.700936,-1.015972,-0.140207,0.256124,-1.526737,-1.718104,-1.415325,-0.814479,-0.888332,0.659983,-0.083798,-0.23288,-0.13479,-1.044174,-0.08472,-0.203523,-0.416367,-0.156756,-0.953609,0.712306,-0.165039,-0.738113,-0.954563,-0.201625,-0.581014,0.318874,0.030917,-0.885592,-1.386848,0.287736,-1.454518,-0.160469,-0.32297,1
0.24749,-0.813426,-0.489991,7.645571,2.151737,-0.27012,-0.740035,-1.679228,-0.700936,0.110513,2.747576,0.256124,0.008827,-0.298557,0.353857,0.082937,0.681753,1.754766,-0.083798,-0.23288,-0.13479,-1.064907,0.332943,-0.203523,-0.416367,-0.156756,0.709142,0.013878,-0.165039,0.987861,-0.485233,-0.201625,-0.581014,1.198384,-0.76462,-0.383392,0.268501,4.873257,-0.254022,-0.160469,-0.32297,1
0.366339,1.4358,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.52613,0.317642,2.363483,-0.461072,0.256124,-0.230837,0.561312,0.147111,0.980352,0.660245,0.95856,-0.083798,-0.23288,-0.13479,-2.360704,-0.293552,-0.203523,-0.416367,-0.156756,0.138677,-0.042751,-0.165039,-0.738113,-0.001118,-0.201625,-0.581014,-0.560635,4.0086,-0.521447,1.766716,-0.629368,-0.603462,-0.160469,-0.32297,1
-0.730722,0.191977,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.48725,0.317642,0.110513,-0.461072,0.284708,1.128402,3.219782,0.360318,0.082937,-0.931348,0.295055,-0.083798,-0.23288,-0.13479,-0.411825,-0.293552,-0.203523,-0.416367,-0.156756,-0.697121,0.007586,-0.165039,0.252397,4.156074,-0.201625,-0.581014,-0.560635,-0.76462,-0.55246,-1.197043,-0.629368,-0.09621,-0.160469,-0.32297,1
-1.511464,-0.314694,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.563799,0.317642,-1.015972,-0.461072,0.256124,-0.109293,2.06481,-0.603418,-0.814479,-1.146428,0.328231,-0.083798,-0.23288,-0.13479,-0.318528,-0.293552,-0.203523,-0.416367,-0.156756,-1.121653,0.013878,-0.165039,-0.738113,1.63772,-0.201625,-0.581014,-0.560635,-0.76462,-0.942615,-1.542426,-0.629368,-0.836959,-0.160469,-0.32297,1
-1.708935,-0.594975,-0.489991,-0.166611,0.437173,-0.27012,-0.740035,-1.318354,0.317642,-1.015972,0.180658,0.256124,-1.117596,0.825887,-1.457321,-0.814479,-0.823808,1.058086,-0.083798,-0.23288,-0.13479,-1.08564,-0.293552,-0.203523,-0.416367,-0.156756,-1.488696,-0.432863,-0.165039,-0.738113,0.293644,-0.201625,-0.581014,0.318874,2.417526,-1.000638,-0.674301,1.20484,-1.349042,-0.160469,-0.32297,1
-1.793043,-0.407439,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-1.62455,0.317642,0.110513,-0.461072,0.256124,-1.23914,0.762287,-1.661913,-0.814479,-0.071027,1.157612,-0.083798,-0.23288,-0.13479,-1.873485,-0.293552,-0.203523,-0.416367,-0.156756,-1.625785,0.894778,-0.165039,-0.738113,0.103336,-0.201625,-0.581014,0.318874,1.62199,-0.963623,0.576545,0.287736,-1.357094,-0.160469,-0.32297,1
-0.701467,0.375303,0.193793,-0.166611,-0.420109,-0.27012,-0.740035,-0.48725,0.317642,1.236998,-0.461072,-0.02192,1.977499,3.994427,0.903025,0.980352,-0.845316,0.228705,-0.083798,-0.23288,-0.13479,-0.339261,-0.293552,-0.203523,-0.416367,-0.156756,-0.599832,0.007586,-0.165039,1.272161,7.09177,-0.201625,-0.581014,-0.560635,-0.76462,-0.272348,-1.094361,-0.629368,0.462572,-0.160469,-0.32297,1
-0.820315,0.751697,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.210314,-1.093629,0.262393,-1.069673,-0.141417,-0.006503,0.26188,-0.083798,-0.23288,-0.13479,-0.629519,-0.293552,-0.203523,-0.416367,-0.156756,-1.086275,0.951407,-0.165039,0.108566,-0.225767,-0.201625,-0.581014,-0.560635,-0.76462,-0.497438,0.612328,-0.629368,-0.830518,-0.160469,-0.32297,1
-0.796546,0.144462,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,-0.191647,0.110513,-0.461072,-0.149249,-0.181192,1.544564,-0.482817,0.082937,-0.608727,0.26188,-0.083798,-0.23288,-0.13479,-0.453291,-0.293552,-0.203523,-0.416367,-0.156756,-0.887276,0.032755,-0.165039,0.15354,1.10877,-0.201625,-0.581014,-0.560635,-0.76462,-0.495437,-0.430044,-0.629368,-0.545491,-0.160469,-0.32297,1
-0.674041,0.165994,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,0.803148,-0.700936,0.673755,-0.461072,-1.247133,-0.89505,-0.551684,-0.515121,0.082937,1.778661,-0.501151,-0.083798,-0.23288,-0.13479,-0.577687,-0.08472,-0.203523,-0.416367,-0.156756,-0.073589,-0.564998,-0.165039,0.930279,-0.747562,-0.201625,-0.581014,-0.560635,-0.76462,-0.260343,1.539572,-0.629368,-0.494765,-0.160469,-0.32297,1
-1.120179,-0.125595,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.410701,0.317642,-1.015972,0.180658,0.256124,-1.67396,-0.482997,-1.443322,-0.814479,-0.737776,0.460932,-0.083798,-0.23288,-0.13479,0.334554,-0.293552,-0.203523,-0.416367,-0.156756,-1.625785,2.323094,-0.165039,-0.738113,-0.537222,-0.201625,-0.581014,-0.120881,-0.76462,-0.588474,0.324509,0.287736,-1.052743,-0.160469,-0.32297,1
-1.431013,-0.083613,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,1.41554,-0.700936,-1.015972,-0.461072,0.256124,-1.295632,-1.718104,-1.415325,-0.814479,-0.90984,-0.899254,-0.083798,-0.23288,-0.13479,0.801041,-0.08472,-0.203523,-0.416367,-0.156756,-0.953609,0.825565,-0.165039,-0.738113,-0.954563,-0.201625,-0.581014,-0.560635,-0.76462,-0.466425,-0.868773,-0.629368,-0.850647,-0.160469,-0.32297,1
-0.518624,0.009975,-0.489991,-0.166611,-0.420109,-0.27012,-0.290561,0.737535,-0.700936,-0.452729,-0.461072,0.256124,-0.833422,-0.287109,-0.674487,-0.365771,-0.479679,-0.467975,-0.083798,-0.23288,-0.13479,0.147959,-0.08472,-0.203523,-0.416367,-0.156756,-0.352188,0.290733,-0.165039,-0.738113,-0.566317,-0.201625,0.076679,-0.560635,-0.76462,-0.345377,-0.64163,-0.629368,-0.605073,-0.160469,-0.32297,1
0.000652,0.244304,-0.489991,-0.166611,0.437173,-0.27012,0.158914,0.201691,-0.700936,-0.452729,0.180658,0.256124,-0.636555,-0.208246,-0.290069,-0.365771,-0.329123,0.029653,-0.083798,-0.23288,-0.13479,-0.090468,-0.08472,-0.203523,-0.416367,-0.156756,0.028122,-0.149717,-0.165039,-0.738113,-0.624983,-0.201625,0.734371,0.318874,0.826453,-0.25234,-0.378703,0.287736,-0.469805,-0.160469,-0.32297,1
0.964237,-0.83965,-0.489991,-0.166611,-0.420109,-0.27012,1.057862,2.323193,-0.700936,0.110513,-0.461072,0.089817,0.459054,-0.923107,0.800729,0.980352,-0.114043,-1.463233,-0.083798,-0.23288,-0.13479,0.759575,0.959439,-0.203523,-0.416367,-0.156756,1.253074,0.007586,-0.165039,1.296455,-0.670771,-0.201625,-0.581014,-0.560635,-0.76462,0.02377,-0.090884,-0.629368,0.218608,-0.160469,-0.32297,1
0.355368,-1.352456,-0.489991,-0.166611,-0.420109,-0.27012,-0.740035,-0.509121,-0.191647,2.363483,-0.461072,-0.194723,1.239675,3.19943,0.858876,1.204706,-0.458171,0.295055,-0.083798,-0.23288,-0.13479,-0.753916,-0.08472,-0.203523,-0.416367,-0.156756,0.642809,0.007586,-0.165039,0.249371,3.779752,-0.201625,-0.581014,-0.560635,1.62199,-0.421407,-0.40204,-0.629368,0.119573,-0.160469,-0.32297,1
